,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-03_LCC_PS_R1,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP_R1,1_Cornell_Pos_S-01_LMT_PS_PMM_R1,1_Cornell_Pos_S-04_LMT_PS_PMM_R1,1_Cornell_Pos_S-05_O_R1,1_Cornell_Pos_S-06_O_R1,1_Cornell_Pos_S-07_O_R1,1_Cornell_Pos_S-08_LMT_PS_PMM_R1,1_Cornell_Pos_S-09_LMT_PS_PMM_RP_R1,1_Cornell_Pos_S-13_O_R1,1_Cornell_Pos_S-14_LMH_PS_PMM_R1,1_Cornell_Pos_S-15_LMT_LMH_PS_PMM_R1,1_Cornell_Pos_S-18_O_R1,1_Cornell_Pos_S-19_LMH_PS_PMM_R1,1_Cornell_Pos_S-20_O_R1,1_Cornell_Pos_S-21_LMT_PS_PMM_R1,1_Cornell_Pos_S-22_O_R1,1_Cornell_Pos_S-23_O_R1,1_Cornell_Pos_S-25_O_R1,1_Cornell_Pos_S-26_O_R1,1_Cornell_Pos_S-28_LMT_PS_PMM_R1,1_Cornell_Pos_S-29_RP_R1,1_Cornell_Pos_S-30_O_R1,1_Cornell_Pos_S-31_LMT_PS_PMM_R1,1_Cornell_Pos_S-33_O_R1,1_Cornell_Pos_S-34_O_R1,1_Cornell_Pos_S-36_O_R1,1_Cornell_Pos_S-37_O_R1,1_Cornell_Pos_S-38_O_R1,1_Cornell_Pos_S-41_O_R1,1_Cornell_Pos_S-42_LMT_LMH_PS_PMM_R1,1_Cornell_Pos_S-43_RP_R1,1_Cornell_Pos_S-44_O_R1,1_Cornell_Pos_S-46_O_R1,1_Cornell_Pos_S-47_RP_R1,1_Cornell_Pos_S-48_O_R1,1_Cornell_Pos_S-49_O_R1,1_Cornell_Pos_S-50_LMH_LCT_PS_PMM_R1,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
3246,3246,16.444,186.22133,w/o MS2:Tributylamine,[M+H]+,,0.011,FALSE,5.4,186.2216,C12H27N,Trialkylamines,IMFACGCPASFAPR-UHFFFAOYSA-N,N(CCCC)(CCCC)CCCC,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.6,99.4,,,,1.39,Cornell_Pos_S-01,186.22133:761010 187.22468:110213 188.22804:0,,177.09055_@_11.963,4.636102116,5.026881894,5.174087186,4.541567532,5.747847954,5.186172253,5.275828408,5.096084515,4.503364951,5.201990711,5.608081101,5.330295557,4.959478902,5.394143326,5.248009899,5.764879165,5.3606917,5.654327683,5.016892077,5.841667468,6.282346863,4.907260224,5.208768964,5.222578834,5.195386646,5.321089453,5.212044062,5.200993555,4.926842105,5.740774101,5.117631804,4.787719421,4.769185436,4.746447168,5.151461377,4.791023933,4.946114431,6.082848547,5.640270319,5.193763651,0.422959945,4.844659682,0.320960027,0.043452155,0.202464554,0.192074741,1165,0.001702121,-0.041750034,0
4067,4067,11.146,205.58839,Unknown,[M+4H]4+,,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.67,Cornell_Pos_Blank2,205.58839:57499 206.59174:0 207.5951:0,,196.86473_@_1.72,6.742461788,3.276575007,4.012639177,6.637400974,4.149090062,2.420616607,5.644190359,6.777077612,5.986520223,3.470344686,3.157590808,3.630008887,3.741072448,6.41401045,3.184497035,3.396740256,3.535907083,3.902519587,2.736841154,3.484144381,4.608471392,4.375933448,4.056031331,4.665780161,3.883263926,2.865384649,3.171473768,2.571650128,3.582457509,4.125791543,3.623969442,2.887851544,3.324746737,4.306994551,3.44214234,2.820374544,5.699483535,3.649626157,4.472437936,3.364221627,-1.247012072,5.167269236,-0.320848502,0.043529209,0.597157208,0.56651307,1166,0.001703582,-0.041825626,0
23067,23067,15.325,593.54181,w/o MS2:Linarin,[M+3H]3+,,0.416,FALSE,,593.53998,C28H32O14,Flavonoid-7-O-glycosides,YFVGIJBUXMQFOF-PJOVQGMDSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC)O)O)O)O)O)O)O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,84,,,,,84.04,Cornell_Pos_S-25,593.54181:5933238 594.54516:162361 595.54852:0,,585.37402_@_18.752,3.887570025,4.662694976,4.554606197,3.970395949,4.725528391,4.331530065,4.179062342,4.594482476,4.55023852,4.185783923,4.026132061,4.390318205,4.211161249,4.560922139,4.62882506,4.365764147,4.726409548,4.365496468,4.437940675,4.709071283,4.81136249,4.502157658,4.524338881,4.439154765,4.545678083,4.791723048,4.498718092,4.795715875,4.63692828,4.38771745,4.441171221,4.548717467,4.597493172,4.663768924,4.265432643,4.628276654,4.597866507,4.468796535,4.494247305,4.386998614,0.231597941,4.268816787,0.320807288,0.043557711,0.110921289,0.105229174,1167,0.001705044,-0.041852668,0
9698,9698,11.568,330.56775,Unknown,[M+H]+,,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,343.11,Cornell_Pos_Blank1,330.56775:361988 331.5711:0 332.57446:0,,323.09515_@_1.774,4.801656686,4.709371344,5.09901443,3.42423273,5.137554492,4.369279397,5.044355898,4.690231879,4.282150714,5.669153282,5.630869602,5.579849316,5.219228833,4.131544099,4.93711992,4.76105562,4.969249074,5.998268485,4.711473201,5.297597886,5.584752854,5.064985382,5.005308647,4.98769743,5.064873743,4.462494819,4.86311128,5.185435853,5.721044675,4.577316783,5.764489305,4.670500435,5.632894274,5.50801934,5.047249421,4.898926235,4.939156876,4.616488112,4.56207462,4.925615334,0.533415011,4.508568797,0.320700531,0.043631613,0.255568056,0.242453147,1168,0.001706505,-0.041925109,0
33926,33926,15.287,1008.29236,Unknown,[M+3H]3+,,0.067,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,21.12,Cornell_Pos_S-42,1008.29236:659579 1009.29571:0 1010.29907:0,,973.55768_@_9.253,4.495379507,3.165353652,3.597389876,4.474450858,2.781375403,3.651860931,3.187416508,1.868185281,4.234845545,3.77321065,3.322715239,3.751958842,3.617484328,3.465016784,3.553705882,3.570517326,3.694073704,3.122480481,3.437299342,3.188012266,3.61085398,3.138641694,3.55494307,2.842592173,3.660142478,3.567748305,2.577698441,3.674541875,2.164461315,3.534898933,3.892851925,3.701812893,3.953026358,3.653515105,2.969070541,3.664020705,2.922972795,3.654253142,3.621345792,2.98113832,-0.556457686,3.933143473,-0.32067488,0.043649385,0.266631958,0.252949285,1169,0.001707966,-0.041941419,0
27962,27962,2.172,715.93414,Unknown,[M+H]+,,0.202,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.11,Cornell_Pos_S-42_R,715.93414:871520 716.93749:0 717.94085:272688,,705.38892_@_10.706,2.403328291,3.709305639,3.424455774,3.28824289,4.030406964,3.59047391,5.338337741,4.063493315,4.761161283,4.378079891,4.756288361,5.009629731,3.518598677,3.421970958,3.159373003,4.181241481,3.922696195,3.32446525,3.239723287,4.328004739,4.972344906,3.465810482,3.82601205,3.314521577,3.555446671,2.505942856,3.939134435,3.347137811,3.606980173,3.706169181,3.590457227,4.543904343,5.351754451,3.857345016,3.37700486,3.514031871,4.427897993,3.929831247,3.134722708,4.636612914,0.727750395,3.206333149,0.320667671,0.043654381,0.348717216,0.330822199,1170,0.001709427,-0.041944954,0
5520,5520,0.128,244.07816,w/o MS2:N-ACETYL-D-MANNOSAMINE,[M+H]+,adduct linked to 6269_[M+NH4]+,0.146,FALSE,1.923,244.07855,C8H15NO6,N-acyl-alpha-hexosamines,OVRNDRQMDRJTHS-ZTVVOAFPSA-N,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.2,100,,,,7.54,Cornell_Pos_S-38,244.07816:168650 245.08151:49282 246.08487:5667,,234.15239_@_17.573,5.320265058,4.875517839,5.577849106,5.234294842,5.848423723,5.088907089,5.927258908,5.831225257,5.520092486,5.6788679,5.796643011,5.461611765,5.300310019,5.45929982,6.077686877,5.269572427,4.878683171,6.023306533,5.415334656,5.335453214,5.582421139,5.56433297,5.885297625,5.64853412,5.586935233,5.372256916,5.475549689,6.227699483,5.515112706,5.800399708,5.716110169,5.708199295,5.713663014,5.630952997,5.095368882,5.343645958,5.354471713,5.12947322,5.913845442,5.728368913,0.328721512,5.251981711,0.320660041,0.043659668,0.157518143,0.149434831,1171,0.001710888,-0.041948781,0
25146,25146,1.78,644.20044,Unknown,[M+H]+,,0.101,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,19.21,Cornell_Pos_S-14_R,644.20044:895325 645.20379:0 646.20715:0,,635.05334_@_1.93,4.92062467,5.48915173,5.421015592,5.547134376,4.257267676,4.38349973,5.044947853,4.704180704,4.444844603,3.003309376,3.138011247,4.727516437,5.19041996,4.475196462,4.997736424,4.641183497,3.617578427,3.364546822,3.541663077,3.083206062,4.49587856,5.695415949,3.748934268,3.585236468,4.740296144,4.186762915,4.559528726,4.865423926,5.390166916,3.508678597,4.486252644,4.703931635,4.38879173,5.046850114,5.951475994,5.72677449,4.503140794,4.555591849,6.258884416,4.84053206,-0.848546688,5.344481592,-0.320629217,0.043681037,0.406653705,0.385785578,1172,0.001712349,-0.041968688,0
21580,21580,2.236,561.02386,Unknown,[M+H]+,,0.101,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,16.14,Cornell_Pos_S-13,561.02386:533838 562.02721:224953 563.03057:0,,552.4837_@_18.813,3.755424831,4.23141848,4.222476574,4.146513037,4.44640971,5.272879863,4.30835235,4.544913961,4.550328265,4.319207545,4.075167966,4.547520016,4.096321316,4.146312689,4.517031361,4.352034529,3.999294607,4.202635952,4.349217524,4.336735707,5.136236435,4.173781617,4.109933035,4.476519784,4.55497622,4.199554332,4.606406378,4.32702481,4.599312218,4.708491055,4.703713238,3.916917533,3.965410938,4.522856287,4.556498724,4.348225553,4.889331075,4.594313436,4.139983343,5.137604924,0.348026611,4.08895823,0.320540196,0.043742795,0.166838338,0.158276744,1173,0.00171381,-0.042028985,0
28869,28869,2.529,739.13989,Unknown,[M+H]+,ion correlated with 22115; ion correlated with 20996,0.067,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.13,Cornell_Pos_S-47,739.13989:2156540 740.14324:505524 741.1466:908873,,730.427_@_10.361,6.530884837,3.487566015,3.969740387,5.030571328,3.461231571,5.669203496,3.200688079,3.529011236,3.415867093,4.614663337,4.963528183,3.446980816,5.973950217,3.73410026,3.327597624,3.665563864,3.928448806,3.502919504,3.418450954,3.669061284,4.62039712,3.906775525,2.676696816,3.862942085,3.14328519,3.720098244,3.263698406,3.08471974,5.747941793,3.282563941,2.916212137,4.163823832,3.610640011,4.333893129,3.745757938,2.776966958,4.183799637,3.251119389,4.270087276,3.564937578,-0.931145556,4.754690642,-0.320523032,0.043754711,0.446402785,0.423494866,1174,0.001715271,-0.04203944,0
22478,22478,15.493,580.65918,Unknown,[M+H]+,,0.281,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,27.47,Cornell_Pos_S-41_R,580.65918:1082422 581.66253:65829 582.66589:0,,571.88239_@_1.67,6.703400604,3.727153245,3.120734381,6.919736295,3.742487026,3.281933712,5.192664665,6.866257702,6.541072092,3.378974117,3.860181859,3.529640437,3.325964159,6.790970423,3.674728052,3.646704216,3.647271334,3.633954248,2.805305592,3.609830113,4.582892212,3.035231498,3.256677403,2.830025998,3.762331209,3.509665785,3.488452098,3.427401926,3.247456553,3.029403278,3.339505225,3.354135212,3.584899866,3.4417513,3.653652222,3.657140382,5.738543751,3.229668677,3.296521492,3.921782981,-1.259003942,5.117756131,-0.320461014,0.043797787,0.603712363,0.572731836,1175,0.001716732,-0.042081055,0
1914,1914,11.722,155.0706,w/o MS2:terrein,[M+H]+,similar chromatogram in higher mz_4036; similar chromatogram in higher mz_2653,0.393,FALSE,,155.07027,C8H10O3,"1,2-diols",MHOOPNKRBMHHEC-HZIBQTDNSA-N,O=C1C=C(C=CC)C(O)C1O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.4,,,,,14.57,Cornell_Pos_QC100_3_20240428192327,155.0706:4080363 156.07395:375125 157.07731:0,,144.98453_@_1.918,6.878076237,4.683089813,4.747303582,6.600787294,4.437425163,3.617299635,5.746315363,6.022659373,5.203562693,4.65231402,4.427276782,5.081487099,6.521656131,5.149894837,4.400579767,4.391045354,4.120636334,4.394521448,4.147007977,4.422417871,4.050136959,5.161812347,4.218695517,4.237614869,4.269261003,4.423778576,4.490560281,4.579744503,6.127596813,4.502208995,4.104924414,5.98304722,3.21878162,6.004698709,5.01351913,5.246278292,5.096349114,4.570254523,6.457148058,5.060542629,-0.906396081,5.727314232,-0.320396442,0.043842674,0.434728919,0.412420064,1176,0.001718193,-0.042124481,0
24439,24439,17.222,626.0946,Unknown,[M+H]+,,0.045,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,5.48,Cornell_Pos_Blank1,626.0946:40084 627.09795:0 628.10131:0,,616.14014_@_1.92,6.136578964,4.833593403,5.17275975,6.149627469,4.968289651,4.210929938,4.919439396,4.671385039,4.865394785,4.920562526,4.65863223,5.823277924,5.702050048,4.800536779,5.274287558,4.081757476,4.012811803,3.848850019,4.163992545,4.034587051,5.123729997,5.314854582,4.968051404,5.234427542,4.233025699,5.184121867,4.840208807,5.872381876,5.645309275,4.701718817,4.65749888,5.496435726,5.130188716,6.028854294,4.643282246,5.018926649,5.472117115,5.743691238,4.156017031,4.875474166,-0.648220433,5.573139897,-0.320127713,0.04402988,0.311192621,0.295223242,1177,0.001719654,-0.042310226,0
14963,14963,2.125,429.11603,"w/o MS2:NCGC00385097-01_C20H22O9_beta-D-Glucopyranoside, 4-hydroxy-2-(hydroxymethyl)phenyl, 6-benzoate",[M+H]+,,0.045,FALSE,,429.116,C20H22O9,Phenolic glycosides,FLROYCKIIJCTDY-BFMVXSJESA-N,OCC1=CC(=CC=C1O[C@@H]2O[C@H](COC(=O)C3=CC=CC=C3)[C@@H](O)[C@H](O)[C@H]2O)O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,,,,,35.91,Cornell_Pos_S-33,429.11603:722679 430.11938:0 431.12274:507977,,421.5253_@_11.555,4.60850451,3.641964714,3.387284599,3.478278775,2.89538431,2.768047465,3.532779056,3.599810804,3.182634454,3.402131541,3.708614514,3.585930669,3.536929282,3.261671889,3.221630086,3.234498561,3.037058925,3.023133834,3.618053471,2.951274555,3.303870703,3.548393039,3.489453393,3.57666012,3.679453686,3.198446676,3.838265714,3.341165511,3.493996448,3.767305299,3.461154727,2.764549878,3.722225763,3.764705067,3.868516709,3.55977312,3.705539091,2.545235762,3.516376123,2.632282667,-0.408537235,3.77900815,-0.319845145,0.044227424,0.196320421,0.186245904,1178,0.001721115,-0.042506309,0
32427,32427,15.255,885.28278,Unknown,[M+2H]2+,,0.146,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.57,Cornell_Pos_S-23_R,885.28278:55521 886.28613:187262 887.28949:0,,858.8631_@_2.07,6.066354634,3.629508886,3.904696797,5.561984981,4.109686153,2.858075389,4.706541378,4.814928061,4.432620711,3.841810757,3.585635844,4.796401021,4.219818377,4.884593881,2.781215323,3.120980021,3.008117448,3.916296814,4.762602625,3.863305782,2.614402978,4.855622423,2.918075199,4.222527515,3.612654446,3.642101957,4.121369328,4.923282424,4.831213214,2.95930408,3.765323935,4.700155724,3.435064408,3.860365978,3.770394581,3.55748289,4.448954199,3.797967903,4.526615157,4.620082953,-0.821592133,4.790636324,-0.319827255,0.044239955,0.39483638,0.374574679,1179,0.001722576,-0.042517379,0
29371,29371,1.825,754.11035,Unknown,[M+2H]2+,,0.101,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,15.2,Cornell_Pos_S-47,754.11035:666589 755.1137:0 756.11706:0,,742.56647_@_17.794,4.001448917,3.216689191,3.845820315,3.42414185,4.594477365,4.65567805,4.170090585,4.311522825,4.332175176,4.060408117,3.838630021,4.269323866,4.010156435,4.052269953,3.954431103,4.452223372,3.671967339,4.057210513,3.8402694,4.377956486,4.599130896,3.73305813,4.15620616,4.111672682,4.143896274,2.919495359,4.486903735,4.009192347,4.434394804,3.342721395,4.677488519,3.523776643,3.443442035,3.31216907,4.105615414,3.751152296,3.955733006,4.399847962,4.584352592,4.412085713,0.454395088,3.622025068,0.319775134,0.044276479,0.218410424,0.207202322,1180,0.001724037,-0.042552442,0
29430,29430,10.44,755.53735,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,32.24,Cornell_Pos_Blank1,755.53735:510630 756.5407:175924 757.54406:608404,,744.20227_@_2.124,6.052986931,5.495406578,6.09355638,6.592276336,5.844737825,3.268886527,5.525369421,6.168120056,4.971209911,4.501988168,4.625602121,5.039857313,5.692631316,5.488038033,6.001401001,5.87654191,4.01959212,4.674045406,5.424323452,4.951508452,4.922753958,6.380915737,4.518753142,6.368183203,5.387374481,5.384914641,5.877081408,6.368858695,5.680693794,5.102226212,5.264660166,4.829818649,4.869927468,5.52899941,5.760834061,5.951028791,5.445431071,5.594233638,3.614802359,5.237037231,-0.776268191,6.058556556,-0.319725578,0.044311229,0.373186993,0.354036267,1181,0.001725498,-0.042585731,0
12924,12924,12.285,391.96735,Unknown,[M+H]+,ion correlated with 14290; ion correlated with 32178; ion correlated with 6255; ion correlated with 14925; ion correlated with 13162; ion correlated with 6110; ion correlated with 30183; ion correlated with 25069; ion correlated with 28529; ion correlated with 26564; ion correlated with 2927; ion correlated with 26518; ion correlated with 7274; ion correlated with 9761; ion correlated with 15717; ion correlated with 33763; ion correlated with 9280; ion correlated with 14123; ion correlated with 32510; ion correlated with 33831; ion correlated with 6318; ion correlated with 15501; ion correlated with 25653; ion correlated with 9003; ion correlated with 14552; ion correlated with 26416; ion correlated with 26527; ion correlated with 32812; ion correlated with 33290; ion correlated with 18915; ion correlated with 17003; ion correlated with 18926; ion correlated with 26006; ion correlated with 26253; ion correlated with 26578; ion correlated with 30322; ion correlated with 31488; ion correlated with 4724; ion correlated with 9235; ion correlated with 22644; ion correlated with 33166; ion correlated with 3585; ion correlated with 6953; ion correlated with 9281; ion correlated with 28637; ion correlated with 32318; ion correlated with 9119; ion correlated with 5623; ion correlated with 7864; ion correlated with 15270; ion correlated with 8845; ion correlated with 9942; ion correlated with 10695; ion correlated with 26143; ion correlated with 9359; ion correlated with 26289; ion correlated with 33551; ion correlated with 5546; ion correlated with 13385; ion correlated with 32470; ion correlated with 33622; ion correlated with 8186; ion correlated with 26371; ion correlated with 2303; ion correlated with 4349; ion correlated with 25808; ion correlated with 32796; ion correlated with 10779; ion correlated with 19960; ion correlated with 31254; ion correlated with 11101; ion correlated with 14118; ion correlated with 26714; ion correlated with 6994; ion correlated with 6166; ion correlated with 7631; ion correlated with 21521; ion correlated with 8884; ion correlated with 9197; ion correlated with 10768; ion correlated with 10340; ion correlated with 15982; ion correlated with 17309; ion correlated with 33600; ion correlated with 33322; ion correlated with 16513; ion correlated with 25350; ion correlated with 30849; ion correlated with 33202; ion correlated with 4674,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,29.57,Cornell_Pos_Blank1,391.96735:69008 392.9707:0 393.97406:0,,384.94812_@_2.17,6.097312302,4.423919863,5.304375612,6.352401369,5.167470578,3.918330627,4.506834949,5.557691411,4.977614074,4.83957583,4.34520027,5.170117477,4.449630714,5.584817967,3.666775398,5.020232596,3.00360796,3.275349487,5.235195891,5.125032452,4.209984068,5.811205243,3.907295986,5.41624707,4.047554187,3.952960243,4.73828058,5.430528093,5.18195908,3.741781846,4.910227892,5.397248417,4.634839687,4.812499845,4.399361996,4.560582841,5.179964307,5.140421617,6.278158462,4.961344316,-0.806837746,5.544502286,-0.319721445,0.044314128,0.387888736,0.367983566,1182,0.001726959,-0.042587169,0
9395,9395,11.702,324.40137,Unknown,[M+H]+,,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,22.26,Cornell_Pos_Blank1,324.40137:316433 325.40472:0 326.40808:0,,317.1069_@_2.02,5.045572487,6.000526021,6.13046986,5.120519141,6.403658312,5.640367618,6.619853636,6.230914022,5.992277305,5.296999726,6.653921957,6.376500507,6.12479964,6.057532956,5.973683062,6.636459486,5.635217827,6.276945517,6.457859579,6.317132663,6.653986425,5.79391437,6.556404045,6.682980619,6.476444099,5.910773377,6.332950414,6.413534734,5.665323301,6.17787935,6.16516352,6.188477631,6.477590916,6.446106425,5.94578766,5.888737752,6.205168254,6.260859727,4.573025079,4.742716771,0.543837797,5.574271877,0.319717741,0.044316727,0.261454399,0.248037422,1183,0.00172842,-0.042588306,0
28390,28390,1.908,727.27325,w/o MS2:Codiapeltine B,[M+2H]2+,,0.079,FALSE,,727.27197,C41H42O12,Rhamnofolane and daphnane diterpenoids,XKWHEBFWMRWHGD-AKHQGOKRSA-N,OC[C@@]12[C@@H](O)[C@@]3(O)[C@](C[C@H](C)[C@@H]3OC(C4=CC=CC=C4)=O)([H])[C@]56[C@@]([C@@H](O)[C@@](C(C)=C)(O7)[C@@H](OC(C8=CC=CC=C8)=O)[C@@]5(C)OC7(C9=CC=CC=C9)O6)([H])[C@@H]1O2,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,91.8,,,,,11.76,Cornell_Pos_S-08_R,727.27325:859853 728.2766:0 729.27996:0,,717.29895_@_2.084,6.870289844,5.982045549,6.568785937,6.882302765,5.893746039,4.666985663,5.885553562,6.363330976,4.357357677,4.329108446,3.818352734,4.87720524,5.990673903,5.520962386,6.446759307,6.451480966,5.323992767,5.660734838,6.664052639,5.939933364,3.213007432,6.668775404,5.945339064,7.068600675,6.670221344,6.183263746,6.348838736,6.424668511,5.593437,5.558429713,5.673678747,4.473646332,3.695381338,5.548409362,5.502691396,5.868763631,6.142824034,6.490140186,4.321811032,5.087352703,-1.001702943,6.575856024,-0.319706401,0.044324683,0.481595782,0.456881875,1184,0.001729881,-0.042594802,0
13721,13721,12.139,406.25821,"w/o MS2:NCGC00384803-01!2,4-dihydroxy-3-[(E)-4-hydroxy-3-methyl-5-(1,2,6-trimethyl-3-oxocyclohexyl)pent-2-enyl]-6-methylbenzaldehyde",[M+H]+,,0.135,FALSE,,406.259,C23H32O5,Hydroxybenzaldehydes,BQAWIDAQBDWCGH-AWNIVKPZSA-N,CC1CCC(=O)C(C)C1(C)CC(O)C(\C)=C\CC2=C(O)C(C=O)=C(C)C=C2O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,96.8,,,,,5.88,Cornell_Pos_S-25,406.25821:685348 407.26156:0 408.26492:843716,,398.92264_@_2.166,7.265175515,6.570808367,6.738698455,6.78496814,6.887686879,5.463123032,5.697970517,6.42654243,6.708698779,6.435803507,6.224974125,6.631001468,4.758531344,6.553513983,6.323087159,6.719104053,5.57368073,5.541659425,6.805671616,6.736160736,6.09666852,6.898952532,5.633848834,6.611418495,6.279771962,6.205794524,6.745043729,6.975167892,6.12688094,6.201010425,6.34595973,6.409403047,6.675070981,6.183120291,6.824947817,6.050571401,6.240742954,6.579994144,6.692489751,6.278848205,-0.519276065,6.839912619,-0.319687715,0.044337795,0.249672266,0.236859909,1185,0.001731342,-0.042606452,0
20067,20067,17.754,527.10266,Unknown,[M+H]+,,0.101,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,4.17,Cornell_Pos_QC100_2,527.10266:44776 528.10601:0 529.10937:0,,519.73499_@_1.644,5.595208709,2.709812898,3.588866887,5.356965584,3.203526912,3.775918742,3.27871111,5.644905256,3.59714188,3.608221874,3.817061667,2.995302071,3.522707763,5.270687534,3.27476188,3.398718314,2.97984629,3.16009746,3.502953373,3.503476043,3.013217796,3.557898632,3.482328073,3.488039417,4.136566296,3.408776847,3.530255154,3.505660229,3.666210441,3.625812333,3.641315352,3.061414459,3.643369625,3.84425369,3.916607149,3.601008511,3.283995637,3.589051241,3.816876799,3.653310029,-0.701602245,4.31271352,-0.319668073,0.044351581,0.337359302,0.320047135,1186,0.001732803,-0.042618777,0
7673,7673,12.105,290.94403,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.93,Cornell_Pos_S-33_R,290.94403:71202 291.94738:0 292.95074:0,,283.17572_@_11.221,4.42645211,5.08974821,5.330214961,5.259126151,5.471945525,5.231092965,5.06354495,4.995413193,5.233153954,5.282080734,5.207107851,5.497693707,4.882087177,5.139038131,5.593744871,5.358310156,5.217966961,5.530141725,5.366859542,5.411229391,4.872910925,5.267923102,5.329133805,5.399530884,5.333643546,5.667799558,5.187905444,5.325990364,5.364939065,5.425925109,5.357733871,5.293260235,5.008297503,4.937869453,5.187047588,5.432400271,4.940100111,5.464064887,5.500690191,5.091709721,0.247789266,5.026385358,0.319625381,0.044381557,0.119165026,0.11304987,1187,0.001734265,-0.042647293,0
