,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-14_LMH_PS_PMM_R1,0_Cornell_Pos_S-15_LMT_LMH_PS_PMM_R1,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-19_LMH_PS_PMM_R1,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM_R1,0_Cornell_Pos_S-50_LMH_LCT_PS_PMM_R1,1_Cornell_Pos_S-01_LMT_PS_PMM_R1,1_Cornell_Pos_S-03_LCC_PS_R1,1_Cornell_Pos_S-04_LMT_PS_PMM_R1,1_Cornell_Pos_S-05_O_R1,1_Cornell_Pos_S-06_O_R1,1_Cornell_Pos_S-07_O_R1,1_Cornell_Pos_S-08_LMT_PS_PMM_R1,1_Cornell_Pos_S-09_LMT_PS_PMM_RP_R1,1_Cornell_Pos_S-13_O_R1,1_Cornell_Pos_S-18_O_R1,1_Cornell_Pos_S-20_O_R1,1_Cornell_Pos_S-21_LMT_PS_PMM_R1,1_Cornell_Pos_S-22_O_R1,1_Cornell_Pos_S-23_O_R1,1_Cornell_Pos_S-25_O_R1,1_Cornell_Pos_S-26_O_R1,1_Cornell_Pos_S-28_LMT_PS_PMM_R1,1_Cornell_Pos_S-29_RP_R1,1_Cornell_Pos_S-30_O_R1,1_Cornell_Pos_S-31_LMT_PS_PMM_R1,1_Cornell_Pos_S-33_O_R1,1_Cornell_Pos_S-34_O_R1,1_Cornell_Pos_S-36_O_R1,1_Cornell_Pos_S-37_O_R1,1_Cornell_Pos_S-38_O_R1,1_Cornell_Pos_S-41_O_R1,1_Cornell_Pos_S-43_RP_R1,1_Cornell_Pos_S-44_O_R1,1_Cornell_Pos_S-46_O_R1,1_Cornell_Pos_S-47_RP_R1,1_Cornell_Pos_S-48_O_R1,1_Cornell_Pos_S-49_O_R1,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
11181,11181,14.358,357.20273,"w/o MS2:4-[2-[(1R,4aS,5R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethyl]-2H-furan-5-one",[M+H]+,,0.674,FALSE,4.734,357.20291,C20H30O4,Diterpene lactones,GVRNTWSGBWPJGS-YVKFZJNCSA-N,O=C1OCC=C1CCC2C(=C)CCC3C(C)(CO)C(O)CCC23C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.8,99.5,,,,30.46,Cornell_Pos_S-25,357.20273:8150208 358.20608:1896219 359.20944:0,,350.23471_@_11.967,6.972571488,5.874266988,6.448669937,6.704095832,5.167505565,6.687161983,6.557558211,5.664457965,5.029733002,4.829734702,5.169418571,5.933160668,5.538132895,4.621447534,6.841986885,6.62422503,4.945019641,4.875618556,5.519945532,5.154645656,4.812970783,5.987553386,5.811712635,5.985374564,7.014541505,4.641010108,4.518393178,4.839252067,4.544156658,4.604799608,5.824344071,5.381411958,4.580075183,5.756548614,4.447491774,4.664038747,4.964912641,5.789140805,5.083073252,4.883924026,-0.971479926,6.259535996,-0.50287819,0.000942531,0.27087725,0.242279978,20,2.92E-05,-0.000913311,0
1596,1596,2.238,146.0817,w/o MS2:Allysine (not validated),[M+H]+,,0.022,FALSE,2.42,146.08141,C6H11NO3,Alpha amino acids,GFXYTQPNNXGICT-UHFFFAOYSA-N,O=CCCCC(N)C(=O)O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.6,100,,,,2.91,Cornell_Pos_S-36_R,146.0817:1831826 147.08505:0 148.08841:0,,135.33528_@_11.638,3.988515354,4.625052347,3.892740984,3.739641076,4.20659866,3.830133768,4.832985708,3.668189859,3.03806088,3.477105766,3.112908115,3.69416588,3.627802802,3.667373979,3.518511464,3.397874199,3.746669405,3.778306694,2.765265155,4.032724908,3.857674218,3.208490241,3.458402629,2.371232801,3.384841668,2.77254991,3.376257799,3.559526309,3.305333143,3.935684167,3.110192924,4.204872964,3.632252853,3.35279695,3.71290014,4.055655073,3.797511355,3.271900355,4.172654004,3.790477229,-0.59210797,4.09798222,-0.501341449,0.000982769,0.165774173,0.148272928,21,3.07E-05,-0.000952088,0
14596,14596,2.031,422.07538,Unknown,[M+NH4]+,adduct linked to 13645_[M+H]+,0.371,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,392.48,Cornell_Pos_S-26,422.07538:10179919 423.07873:1462534 424.08209:0,,414.95432_@_1.727,5.738668402,4.717632087,4.219756546,3.577488761,4.252052842,6.187044013,3.590707679,4.698614092,3.067178614,5.793666544,2.638167054,4.22865608,4.459291949,3.436962248,3.785456135,3.666445616,3.46151037,3.290320202,4.311950793,3.899827144,3.435591297,3.398958388,3.8900352,3.367239694,3.12630845,2.821668774,3.363809979,3.446500838,3.883244179,3.561586843,3.652995591,3.603027844,3.817211543,3.834568877,4.1840969,2.867616643,2.453136292,3.617873843,4.194233297,4.173168432,-0.974861001,4.622745553,-0.500481466,0.001005946,0.273560898,0.244680306,22,3.21E-05,-0.000973804,0
4503,4503,7.206,217.15892,"w/o MS2:NCGC00179899-02_C15H22O2_1H-3a,6-Methanoazulene-3-carboxylic acid, octahydro-7,7-dimethyl-8-methylene-, (3S,3aR,6R,8aS)-",[M+H]+,ion correlated with 4803; ion correlated with 5259; ion correlated with 9299; ion correlated with 16555; ion correlated with 7207,0.034,FALSE,,217.158,C15H22O2,Sesquiterpenoids,IJGMVUXEZUEDJR-RTWAVKEYSA-N,CC1(C)[C@@H]2CC[C@]3(C2)[C@H](CC[C@@H]3C1=C)C(O)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,95.7,,,,,7.36,Cornell_Pos_S-09,217.15892:1272123 218.16227:323301 219.16563:0,,207.11462_@_11.579,5.045203663,4.997294149,5.059052039,4.794392,4.743700046,5.176736271,5.352147691,5.1277898,4.755157317,4.650037388,4.728529892,4.824820997,4.721941238,5.039912543,4.933721332,5.055678054,4.784044037,4.915098955,4.778559398,4.815545751,4.542902787,4.660757066,4.842177039,4.855091375,4.894106155,4.912527569,4.849398564,4.827654116,4.840437326,4.508602536,4.990384573,4.703777163,4.590202117,5.097643866,4.904286817,4.925821464,4.864879962,4.833287582,4.944012795,4.675586454,-0.2162087,5.037039457,-0.499593777,0.001030378,0.060815252,0.054394815,23,3.36E-05,-0.000996775,0
16125,16125,1.7,453.09604,w/o MS2:NCGC00381169-01! [IIN-based on: CCMSLIB00000847987],[M+H]+,ion correlated with 16126; adduct linked to 17008_[M+NH4]+,0.034,FALSE,,453.095,C22H22O8,Xanthones,NSNKDXYBGHRIGH-UHFFFAOYSA-N,COC1=CC=C2OC3=C(C(=O)C2=C1OC)C(O)=C4C5CCCC(C)(O5)OC4=C3OC,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,94.6,,,,,20.44,Cornell_Pos_S-47,453.09604:1225273 454.09939:0 455.10275:0,,444.32471_@_16.906,6.866562076,6.924686482,6.678764449,7.068030055,6.522192254,6.736447635,6.180100853,6.815938375,7.194891579,6.450357737,6.968756819,6.874409972,6.883179923,7.049124291,6.770802956,6.975685002,6.947126382,6.906719391,7.111792203,7.217583331,6.943392934,7.06729956,7.05326249,6.825233806,6.993575878,6.874069413,6.98991947,7.107206542,6.975471501,6.735753332,7.117761118,6.928953671,7.188951424,6.986352586,7.053707582,6.956612286,6.970545711,7.229350655,6.980275642,6.935539856,0.25289926,6.724090272,0.494710047,0.001174451,0.072069887,0.064461266,24,3.51E-05,-0.001139387,0
5018,5018,14.532,231.14058,w/o MS2:lindenenol,[M+H]+,ion correlated with 3289; ion correlated with 4946,0.292,FALSE,6.09,231.14,C15H18O2,Naphthofurans,XRDJYSVGPBJZSG-HGUIZCDCSA-N,OC1C2=C(OC=C2C)CC3(C)C1C(=C)C4CC43,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.3,99.6,,,,6.14,Cornell_Pos_S-25,231.14058:5979076 232.14393:551949 233.14729:320028,,221.15295_@_0.141,5.164427507,4.872620387,4.794612794,4.886945885,4.847659497,4.953700495,4.840758722,4.780002609,4.867682917,4.696612854,4.915456913,4.745074785,4.932474339,4.644406656,4.732534512,4.638837892,4.584911635,4.824851035,4.59227932,4.81654412,4.699497851,4.44274497,4.450827504,4.747488853,4.772079981,4.689020589,4.543400421,4.531560562,4.710514254,4.768967015,4.610031397,4.722443076,4.91343991,4.633791324,4.709853816,4.816195715,4.738084283,4.899645378,4.840482429,4.702105437,-0.175908433,4.892590987,-0.493399178,0.001216043,0.050305716,0.044994801,25,3.65E-05,-0.001179518,0
8475,8475,11.497,305.82916,Unknown,[M+H]+,,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,20.26,Cornell_Pos_Blank1,305.82916:333491 306.83251:0 307.83587:0,,299.19974_@_8.837,7.460859396,7.308057019,6.976070359,7.209085987,7.268442467,6.458165622,7.16214679,6.705764813,6.724961495,7.559824239,8.006592041,7.454137538,7.342028755,7.190685587,7.480050933,7.008666727,7.276905027,7.519320042,7.37651792,7.811673974,7.697696917,7.664009921,7.102727109,7.6949111,7.925838593,7.413890404,7.087453273,7.490980455,7.946897498,7.612889243,7.4771806,7.370946955,7.849328284,7.375726661,7.144360123,7.541555555,7.972819304,7.594565621,8.11694652,7.502000806,0.441866232,7.068574056,0.492303133,0.001251816,0.126735179,0.11335539,26,3.80E-05,-0.00121383,0
9374,9374,1.571,324.11862,"w/o MS2:Pesticide4_Furalaxyl_C17H19NO4_N-(2,6-Dimethylphenyl)-N-(2-furanylcarbonyl)-DL-alanine methyl ester",[M+H]+,,0.551,FALSE,,324.12,C17H19NO4,2-furanilides,CIEXPHRYOLIQQD-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)C2=CC=CO2,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,90.7,,,,,34.01,Cornell_Pos_S-30,324.11862:1035630 325.12197:111257 326.12533:0,,316.29654_@_14.869,4.969472402,4.721358489,4.864314681,4.733633125,5.112485251,4.951312403,4.894895293,5.218155565,5.460713766,5.203378139,5.1410199,4.987304628,5.017852265,5.094520108,5.031656189,4.977247755,5.491645942,5.087353559,5.174095032,5.367529748,5.386027919,5.253651209,5.682713358,5.438020411,5.157562742,5.181364436,5.140346621,5.251623444,5.456108622,5.436444125,5.133487,5.377923359,5.466957334,5.186387286,4.717154034,5.223930135,4.862699875,4.89287672,5.262350165,5.273395215,0.279776006,4.933203401,0.490458809,0.001314118,0.080642831,0.072129141,27,3.94E-05,-0.001274671,0
28158,28158,2.131,721.04889,Unknown,[M+H]+,,0.36,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,110.88,Cornell_Pos_S-03,721.04889:5900566 722.05224:988878 723.0556:1843651,,710.55414_@_11.355,4.807321846,5.577148349,5.576380318,5.571538892,5.335510494,5.592427855,5.492945714,5.735943068,5.789659051,5.57580905,5.750528398,5.688710534,5.577510839,5.770424173,5.582317729,5.300691184,5.75699977,5.76274,5.748505735,5.924311752,5.880192639,5.566383523,5.676639587,5.55142731,5.752716655,5.656422865,5.817071791,5.499297667,5.539399479,5.565077028,5.678826734,5.795366082,5.994120335,5.672381113,5.733320881,5.741667272,5.790175489,5.739019481,5.687520047,5.856693648,0.239533178,5.461152067,0.489578679,0.001344805,0.069206599,0.061900264,28,4.09E-05,-0.001303897,0
17714,17714,1.933,483.19278,"w/o MS2:11-(6-{[2-(3,4-dimethoxyphenyl)ethyl]amino}-4-chloro-1,3,5-triazin-2-yl)-7,11- diazatricyclo[7.3.1.0<2,7>]trideca-2,4-dien-6-one",[M+H]+,,0.067,FALSE,8.635,483.19061,C24H27ClN6O3,Cytisine and derivatives,DRVRFMGQMHIZLI-UHFFFAOYSA-N,COC1=C(C=C(C=C1)CCNC2=NC(=NC(=N2)N3CC4CC(C3)C5=CC=CC(=O)N5C4)Cl)OC,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,78.3,99.8,,,,7.67,Cornell_Pos_S-42_R,483.19278:845846 484.19613:0 485.19949:0,,476.2739_@_10.064,4.533127296,4.60779782,4.758522581,4.454991964,3.876317105,5.002640954,5.854071199,4.129534935,3.449134319,4.317290569,3.8897803,4.829565418,4.243011294,4.362685154,4.073455165,4.469886004,4.15982758,3.916870163,3.911180272,3.760011662,3.658053972,3.554592745,4.420309307,3.462371141,4.513389479,3.433302534,3.646681904,3.874533202,3.078272768,3.400125175,3.887090787,3.470133302,3.675234996,5.367737413,4.584601344,4.065302989,4.005875055,3.875412731,4.035262877,3.64890232,-0.682129109,4.652125482,-0.487145188,0.001432979,0.198376521,0.177433355,29,4.24E-05,-0.00139061,0
31572,31572,15.536,835.90656,Unknown,[M+5H]5+,,0.18,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.01,Cornell_Pos_QC100_3_20240428192327,835.90656:76729 836.90991:0 837.91327:0,,816.26422_@_15.448,4.04480371,5.370616249,4.422062705,4.191975566,5.504800977,4.213628429,4.139200644,4.244920081,4.246946084,4.151426342,4.080121525,3.788404305,4.298053173,4.16471682,3.836396612,4.16204501,3.520569837,3.884736868,4.39821899,4.227647362,3.890695446,3.860896464,2.120279806,4.171784232,3.608365749,4.132680436,3.760804587,3.341970797,3.626404712,4.055036579,4.229262124,3.937131035,3.340433876,3.965579347,4.186804178,4.101972212,3.266599873,3.199468385,4.14477244,4.087120617,-0.648146488,4.516501045,-0.485939872,0.001478515,0.189106483,0.16914198,30,4.38E-05,-0.001434685,0
2249,2249,11.534,163.03929,w/o MS2:NCGC00095801-05!7-hydroxychromen-2-one,[M+H]+,similar chromatogram in higher mz_14082,0.146,FALSE,,163.039,C9H6O3,7-hydroxycoumarins,ORHBXUUXSCNDEV-UHFFFAOYSA-N,OC1=CC2=C(C=CC(=O)O2)C=C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.6,,,,,281.9,Cornell_Pos_QC100_3_20240428192327,163.03929:22626332 164.04264:2408542 165.046:211728,,153.1389_@_11.412,5.326919852,5.212136391,4.991256356,4.668199157,4.931257052,5.577935375,5.287077276,5.300822411,4.874855214,4.663273132,4.493846431,4.928340843,5.137205311,5.253672746,4.868873419,4.737987809,5.077002842,4.721284157,4.67180044,5.297257892,4.556913839,4.678180494,5.187585121,4.843493647,4.967221707,4.920300447,4.484072688,4.78175804,4.721327828,4.946568969,4.616328798,4.783434374,5.255116937,4.797927087,4.934629436,4.637646497,4.65402431,5.069884096,4.609510202,4.472607887,-0.329327589,5.161950484,-0.484849883,0.001520791,0.096368966,0.086195023,31,4.53E-05,-0.0014755,0
15139,15139,1.733,432.10822,Unknown,[M+H]+,,0.067,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,116.28,Cornell_Pos_S-14,432.10822:1724226 433.11157:0 434.11493:0,,425.26682_@_9.02,4.959783473,6.14219449,6.53849101,5.375409396,6.236837505,5.494639711,5.52891113,4.913780417,5.054504359,4.872831993,5.059614178,5.024266016,4.83163978,5.982040528,5.353208567,5.05589229,5.353921714,4.984412367,4.964297766,5.455311569,5.187225852,5.110104042,4.924200932,5.164696794,5.103811229,4.531523132,5.048714073,5.084110477,5.265111539,5.126575641,5.943257304,4.684324228,5.142433399,5.535216222,5.251920533,5.165572921,5.201317196,5.049055896,5.188018151,5.236779868,-0.494508687,5.648755891,-0.482671523,0.001608494,0.145558012,0.130191044,32,4.68E-05,-0.001561742,0
27627,27627,8.5,706.46124,Unknown,[M+H]+,adduct linked to 28254_[M+NH4]+,0.079,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,23.48,Cornell_Pos_S-25_R,706.46124:1333949 707.46459:0 708.46795:300220,,697.44684_@_9.277,2.16312404,3.510298259,3.497065002,3.559962636,2.196196544,2.998099675,3.186846013,3.739041991,3.066292561,3.777397,3.220779695,3.704934259,3.704753685,3.75819674,3.264916714,3.26839407,3.776888229,3.618903911,3.365780194,3.544204067,3.421725326,3.517258957,3.904466922,3.586486585,3.612842018,3.374922981,3.634389869,3.563186613,3.31194,3.307636441,3.670272461,3.72070626,3.57742699,3.449969378,3.496070625,3.173080965,3.822260602,3.833963359,3.805391956,3.746402006,0.443728275,3.10632927,0.482439491,0.001618094,0.130692754,0.116895152,33,4.82E-05,-0.001569881,0
14158,14158,16.17,413.302,w/o MS2:2-methyl-2-(3-pentadecylphenoxy)propanoic acid,[M+H]+,,0.382,FALSE,,413.30301,C25H42O3,Phenoxyacetic acid derivatives,SQSAOEAQCNWNBE-UHFFFAOYSA-N,O=C(O)C(C)(C)OC1=CC(CCCCCCCCCCCCCCC)=CC=C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,94.9,,,,,9.75,Cornell_Pos_QC100_3_20240428192327,413.302:1212613 414.30535:248027 415.30871:0,,407.23352_@_17.291,6.227629518,6.074986559,6.077422554,6.103526249,6.017647573,6.19368863,6.143856656,6.418580088,6.083638884,6.067077775,6.189326813,5.713947485,6.109509968,6.002014786,6.03761367,6.092266724,5.857122663,6.074021394,5.903126841,5.911835874,5.956358794,5.85999988,6.024207499,5.709738391,6.121908102,6.144826447,5.852293432,5.946805217,6.096174793,5.780451951,6.09041502,6.020248693,6.136531991,5.835297823,5.938293572,5.755989113,6.094844485,5.996270974,5.980597301,6.044015352,-0.175080612,6.157167228,-0.4822297,0.001626817,0.051596308,0.046149141,34,4.97E-05,-0.001577143,0
16647,16647,14.338,462.26712,w/o MS2:taurohyocholic acid,[M+H]+,,0.09,FALSE,,462.26801,C26H45NO7S,Taurinated bile acids and derivatives,XSOLDPYUICCHJX-DSNLCWFJSA-N,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,96,,,,,12.51,Cornell_Pos_S-07,462.26712:537589 463.27047:286697 464.27383:0,,455.31473_@_13.231,6.034922793,5.628356733,4.175686311,4.315274305,4.617682611,5.942116235,6.179598062,5.698582334,3.735425734,5.633696717,4.11147786,5.465716817,4.788117092,4.586762882,4.268598216,5.072136586,5.021643426,4.278322728,3.982179565,3.551966001,3.420646561,3.347393043,5.0873134,4.779052805,4.7570271,3.718829439,3.016595514,4.675226801,3.947909111,3.36211943,4.629924093,3.49131411,4.434461722,5.156158752,4.834441,4.279307202,3.849800799,5.530412302,4.518361023,4.220441411,-0.963003072,5.324027423,-0.482125934,0.001631147,0.283876875,0.253907196,35,5.11E-05,-0.001580012,0
626,626,11.668,119.13177,Unknown,[M+H]+,,0.045,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,14.39,Cornell_Pos_S-03_R,119.13177:175020 120.13512:0 121.13848:0,,110.06077_@_11.512,6.12468113,5.828816261,5.82940238,5.720251995,5.766739078,6.150355296,6.087231318,5.955531051,5.390287302,5.810667196,5.485028843,5.75531548,5.736984899,5.763370396,5.833184136,5.822695358,5.719672865,5.536482781,5.398723857,5.332497335,5.401775154,5.627536321,5.778715354,5.63069257,5.780691678,5.354630174,5.608576573,5.622716999,5.455880093,5.357995646,5.981524036,5.634846172,5.639559113,6.127276968,5.914013218,5.650085954,5.676536736,6.156659023,5.490749923,5.384553771,-0.281003379,5.932876064,-0.482044574,0.001634549,0.082853216,0.074106169,36,5.26E-05,-0.001581953,0
3431,3431,11.799,190.54518,Unknown,[M+H]+,,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,14.64,Cornell_Pos_S-47,190.54518:303123 191.54853:0 192.55189:0,,181.90933_@_11.628,2.885523318,2.956592685,2.181024535,3.611798915,3.397886456,3.114080953,3.629276727,3.232144076,3.412515224,3.723677541,2.955123351,3.484800675,3.420665908,3.425765496,3.394020625,4.237640772,3.70347881,3.548693467,3.318960858,3.611179268,3.541539309,3.489695505,3.252713706,3.63985833,3.500228714,3.713793893,3.690398985,3.836559644,3.596756122,3.587502624,3.797368818,3.190295213,3.456513135,3.825121067,3.501395148,3.392406434,3.515896962,3.413529836,3.043680464,3.569733462,0.398693709,3.126040958,0.481836443,0.001643281,0.117620091,0.105202607,37,5.41E-05,-0.001589224,0
10649,10649,15.491,347.25784,"w/o MS2:3Beta-Hydroxy-23,24-Bisnorchol-5-Enic Acid",[M+H]+,,0.079,FALSE,,347.25806,C22H34O3,"Monohydroxy bile acids, alcohols and derivatives",NPBNRBWMDNZEBN-YTEKVJICSA-N,O=C(O)C(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.8,,,,,5.85,Cornell_Pos_S-03,347.25784:813541 348.26119:237967 349.26455:0,,340.57587_@_11.586,4.709204528,5.058184704,3.270845652,3.791983828,4.241943498,4.729746681,3.923325725,4.794762631,3.536165638,3.222591219,3.697797251,2.564369673,3.53092611,3.905181176,3.219901975,3.697761406,3.21178926,3.761670149,3.81692368,3.517316514,4.235658113,3.923489726,2.291239881,3.479900421,3.525815089,4.082003757,2.470502693,3.682780353,3.492429746,4.129506744,3.857061916,2.416554236,3.163498435,3.759957099,4.74758101,3.409644987,3.026169302,4.860289125,2.889408666,3.345491152,-0.80026914,4.314999656,-0.480111821,0.001717233,0.237194223,0.212152963,38,5.55E-05,-0.001661714,0
19788,19788,7.583,521.28168,w/o MS2:Amaranthipeptide A,[M+H]+,,0.079,FALSE,,521.28003,C51H72N14O10,Oligopeptides,RAMWUGOWOZNHJJ-WYQGIRTNSA-N,O=C1CC[C@@H](C(N[C@H](C(N[C@@H](CC(C)C)C(N[C@@H]([C@@H](C)CC)C(N[C@@](C(N2[C@H](C3=O)CCC2)=O)([H])CC4=C(N5C=NC(C[C@@H](C(O)=O)NC([C@@H](N3)CCCNC(N)=N)=O)=C5)NC6=C4C=CC7=C6)=O)=O)=O)[C@@H]7C(C)C)=O)N1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,86.8,,,,,6.78,Cornell_Pos_S-36,521.28168:836745 522.28503:276607 523.28839:0,,514.4895_@_11.494,3.636253637,3.750456338,3.747773458,4.251658472,4.071338202,3.849382578,4.808245236,3.244603382,3.210524249,3.672307744,4.19529103,3.671314488,3.739538718,2.635396943,3.684550589,3.240105035,3.582464967,3.449856486,3.473197114,3.580465915,3.678319079,2.925443648,3.78834175,3.655501823,3.385022714,3.589819717,2.729844178,3.446799987,3.343402036,2.889822676,3.065954899,3.380061501,3.158070099,3.424400509,3.661844948,3.794405775,3.407846358,3.252085473,2.567737678,3.684628769,-0.514827447,3.919963913,-0.479612105,0.001739202,0.152797866,0.136666566,39,5.70E-05,-0.001682223,0
17087,17087,6.869,471.31775,Unknown,[M+H]+,similar chromatogram in higher mz_27379,0.191,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,43.84,Cornell_Pos_S-47,471.31775:2615392 472.3211:618741 473.32446:0,,463.85233_@_18.113,4.127528633,4.105107231,3.789013327,4.001502351,3.592858243,3.326765096,3.997259823,3.396068224,3.991292641,4.474041804,4.243433436,4.095042578,3.923720069,4.243442202,3.870185525,3.93308492,3.610584066,4.062057767,4.391623137,4.385368863,4.524736601,4.218136236,3.478755521,3.991922102,4.606615139,4.455414927,4.286844763,4.635393279,4.541141922,4.10675464,3.806402415,4.539586868,4.455891588,3.871539685,4.356049938,4.263933286,4.012570247,4.04315127,4.259325188,4.192492447,0.391441355,3.792012866,0.479447827,0.001746478,0.11622927,0.10395862,40,5.84E-05,-0.001688038,0
4416,4416,15.175,215.14278,"w/o MS2:NCGC00180357-02_C15H20O2_2(4aH)-Naphthalenone, 5,6,7,8-tetrahydro-6-hydroxy-4a,5-dimethyl-3-(1-methylethenyl)-, (4aR,5R,6R)-",[M+H]+,similar chromatogram in higher mz_9547; similar chromatogram in higher mz_10555; similar chromatogram in higher mz_20736,0.09,FALSE,,215.142,C15H20O2,"Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids",MMDLQPKGJNEWIM-PSOPSSQASA-N,C[C@H]1[C@H](O)CC\C2=C\C(=O)\C(=C/[C@]12C)C(C)=C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,96.9,,,,,4.87,Cornell_Pos_S-05,215.14278:1031781 216.14613:157872 217.14949:0,,205.12175_@_13.181,6.264618946,6.233051682,5.891397022,6.00383521,5.721187038,6.215283988,5.863612622,6.295189371,5.471316102,6.562492086,4.87313891,5.638210274,6.192784509,6.095270534,5.719726076,6.329320127,5.153349271,5.513115859,6.244822904,4.742649452,4.978860477,5.028323345,6.400957808,4.904195346,5.112186423,4.58198573,4.991814201,5.234100538,4.840263293,5.566394714,5.112047085,4.905571607,4.99924546,5.252129026,5.065253724,5.200124768,4.808106003,6.302553852,4.855533089,4.867106449,-0.700304827,6.061021985,-0.479153669,0.001759574,0.208104732,0.186134531,41,5.99E-05,-0.001699673,0
25832,25832,15.477,662.90527,Unknown,[M+H]+,,0.472,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.27,Cornell_Pos_QC100_3_20240428192327,662.90527:109881 663.90862:0 664.91198:0,,652.4375_@_9.13,4.260132458,3.953810853,3.782833601,3.892346156,3.60044638,3.297252582,4.154459904,3.837100568,3.436938179,3.573141159,3.668748332,3.570915046,3.001756792,3.9653108,2.609174943,2.788063385,4.008981202,2.556004464,3.408056928,3.369145553,3.590842037,3.483851375,3.630977102,2.69362159,3.074091096,3.419333872,3.711826133,3.472663713,3.182106923,2.941211658,3.619127846,3.590831859,3.210888727,2.620324215,3.765019439,3.123252463,2.501562204,3.75552858,3.626725597,3.099378713,-0.532629002,3.847297813,-0.476406985,0.001886099,0.159461138,0.142626378,42,6.14E-05,-0.001824737,0
4379,4379,2.144,214.14525,Unknown,[M+H]+,,0.169,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.46,Cornell_Pos_S-42_R,214.14525:2860163 215.1486:1292461 216.15196:580132,,204.14127_@_9.972,4.956789224,6.68206491,4.879262574,4.924408569,4.943026927,4.97771441,5.852404386,5.172071245,4.892086585,4.586936344,4.55788254,5.423077904,4.571457563,5.035733551,4.996279552,4.465379708,4.038525202,5.324716576,4.655895786,4.612962502,4.9353506,4.946710076,4.849325607,4.927282085,4.392345065,5.012523254,4.754178569,4.668891376,4.617012667,4.819647768,4.88053798,4.701751905,4.847133273,5.075913784,5.248700403,4.803987416,4.85907203,5.038095945,4.74400384,4.658728031,-0.487776359,5.298467781,-0.473564912,0.002025392,0.14716566,0.131628968,43,6.28E-05,-0.001962569,0
