,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-14_LMH_PS_PMM,0_Cornell_Pos_S-15_LMT_LMH_PS_PMM,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-19_LMH_PS_PMM,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM,0_Cornell_Pos_S-50_LMH_LCT_PS_PMM,1_Cornell_Pos_S-01_LMT_PS_PMM,1_Cornell_Pos_S-03_LCC_PS,1_Cornell_Pos_S-04_LMT_PS_PMM,1_Cornell_Pos_S-05_O,1_Cornell_Pos_S-06_O,1_Cornell_Pos_S-07_O,1_Cornell_Pos_S-08_LMT_PS_PMM,1_Cornell_Pos_S-09_LMT_PS_PMM_RP,1_Cornell_Pos_S-13_O,1_Cornell_Pos_S-18_O,1_Cornell_Pos_S-20_O,1_Cornell_Pos_S-21_LMT_PS_PMM,1_Cornell_Pos_S-22_O,1_Cornell_Pos_S-23_O,1_Cornell_Pos_S-25_O,1_Cornell_Pos_S-26_O,1_Cornell_Pos_S-28_LMT_PS_PMM,1_Cornell_Pos_S-29_RP,1_Cornell_Pos_S-30_O,1_Cornell_Pos_S-31_LMT_PS_PMM,1_Cornell_Pos_S-33_O,1_Cornell_Pos_S-34_O,1_Cornell_Pos_S-36_O,1_Cornell_Pos_S-37_O,1_Cornell_Pos_S-38_O,1_Cornell_Pos_S-41_O,1_Cornell_Pos_S-43_RP,1_Cornell_Pos_S-44_O,1_Cornell_Pos_S-46_O,1_Cornell_Pos_S-48_O,1_Cornell_Pos_S-49_O,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
4907,4907,19.175,162.98268,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,9.53,Cornell_Neg_S-28_R2,162.98268:353628 163.98603:41995 164.98939:0,,171.94727,5.125102109,4.29783708,3.799699634,4.337012779,4.261714776,5.869203548,5.390369803,2.651296755,4.510029699,4.522613745,4.415899412,5.439368226,5.77181706,5.507535428,4.711402261,4.801983069,4.659958962,5.125895843,4.359493341,4.950540095,5.619155965,4.923886175,4.240865412,5.548454527,4.741138437,5.183810595,5.624149518,5.175256612,5.509866901,5.472843446,5.317508629,5.669037336,4.766702776,5.901797124,5.21054591,5.380772328,5.461417135,5.133594788,5.567625021,0.669759658,4.466529561,0.418205976,0.008064114,0.239156491,0.213221363,249,0.000256194,-0.00780792,0
43577,43577,13.35,829.47021,Unknown,[M-H]-,,0.033,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.5,Cornell_Neg_S-03,829.47021:81963 830.47356:0 831.47692:0,,898.92444,3.686584672,5.622036197,3.69809283,3.38309031,3.273168604,3.698780907,4.672032404,3.408256853,3.023430065,4.05490965,3.634510838,3.593923971,3.109057169,3.619302084,3.74454293,3.802418587,3.400636291,3.299707872,3.423551443,3.598427932,3.797242297,3.635733671,3.293234514,2.859741016,3.19260229,2.837138214,3.303751362,3.478743407,3.583210667,2.576464671,3.755309165,3.463999821,3.309712046,3.1686745,3.667464824,3.300480455,3.452773403,3.828849677,3.196496022,-0.510705642,3.930255347,-0.418681585,0.007985151,0.18211069,0.162361847,248,0.000255165,-0.007729986,0
11097,11097,2.06,243.4503,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,358.52,Cornell_Neg_S-29,243.4503:64495 244.45365:0 245.45701:0,,261.05975,6.386645192,5.685421944,5.937318502,5.867143267,6.056995891,6.105726597,5.953167991,6.082391096,5.926932511,6.498698075,6.269692812,5.163115139,5.446929967,5.111297807,5.415747706,5.042226913,5.793666432,5.871438657,5.619140307,5.738675935,4.825374181,5.187060802,5.549736282,6.08133243,5.287799491,5.555125312,5.304644529,5.785476474,5.45444859,6.263090178,5.467531894,5.68856308,5.694433641,5.552184384,5.827722963,5.785830765,5.163540192,5.986003877,4.804275767,-0.423488823,6.00935131,-0.418824174,0.007961607,0.150948016,0.134578584,247,0.000254136,-0.007707471,0
13091,13091,13.987,271.20724,Unknown,[M-H]-,ion correlated with 6838; found in higher mz's MsMs_16167; found in higher mz's MsMs_37949; found in higher mz's MsMs_25245; found in higher mz's MsMs_24180; found in higher mz's MsMs_28199; found in higher mz's MsMs_29289; found in higher mz's MsMs_38908; found in higher mz's MsMs_24195; found in higher mz's MsMs_29637; found in higher mz's MsMs_18549,0.878,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,155.53,Cornell_Neg_S-01,271.20721:2388156 272.21056:424093 273.21392:53076,59.01391:18478 64.61326:8990 67.05537:36009 67.56849:8046 70.23558:8594 95.05059:14829 98.15714:9038 99.14886:7578 158.07423:18305 159.08206:21113 163.14987:27044 166.99004:20706 174.10518:21625 175.11357:10635 191.14679:12785 203.1454:9874 224.9964:24897 227.01161:26107 269.19128:17079 271.00113:33632 271.20715:1484420,293.03436,4.575897613,3.450212645,4.808991997,4.272676878,4.629995399,4.480955028,4.528164386,4.44699514,5.588417941,4.932560006,4.807457245,5.088245978,4.070203956,4.659987468,5.337951183,4.82088095,4.696552956,4.957994962,3.917623022,4.684329106,6.929035377,5.320231474,4.911754021,4.80187,5.508768011,4.271544805,4.862879415,4.522235513,4.528132206,5.447391402,4.941618254,5.587981333,4.948253989,5.737117072,5.096962125,5.014703206,5.688442515,4.951497799,4.549322118,0.606633071,4.399236136,0.418910964,0.007947306,0.216173476,0.192730723,245,0.000252078,-0.007695227,0
27112,27112,9.539,474.25272,Unknown,[M-H]-,,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,4.55,Cornell_Neg_S-04_R2,474.25272:93801 475.25607:0 476.25943:0,,505.05109,3.711018643,6.286967125,3.586985294,3.866574964,3.67512817,3.891204974,3.74123689,3.404303659,2.815016105,3.76794251,2.770899891,3.704593136,3.355097572,3.729606562,2.866245139,3.657092689,3.392837458,3.762833842,2.512022418,3.909129843,2.582155569,3.516000544,3.596786457,3.431837839,3.693759302,3.711230123,3.539462284,3.248873463,3.656562271,3.539835283,3.469601586,2.793104591,3.010152981,3.814472944,3.244866927,3.642622991,3.460055741,3.934436858,3.788845132,-0.603718431,4.020427465,-0.418908845,0.007947655,0.215136165,0.191805902,246,0.000253107,-0.007694547,0
30383,30383,11.752,525.16187,"w/o MS2:methyl (3R,4R,5R)-3,4-dihydroxy-5-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(E)-3-phenylprop-2-enoyl]oxymethyl]oxan-2-yl]oxycyclohexene-1-carboxylate",[M-H]-,ion correlated with 31599; ion correlated with 41041; ion correlated with 41120; ion correlated with 43472; ion correlated with 40082; ion correlated with 40213; ion correlated with 42467; ion correlated with 39343; ion correlated with 39821; ion correlated with 39440; ion correlated with 41375; ion correlated with 33038; ion correlated with 38666; ion correlated with 39549; ion correlated with 24345; ion correlated with 39907; ion correlated with 40664; ion correlated with 28897,0.011,FALSE,3.001,525.16162,C23H28O11,Fatty acyl glycosides of mono- and disaccharides,DOFMBNVUGRDDTK-NZNOAPCVSA-N,O=C(OCC1OC(OC2CC(=CC(O)C2O)C(=O)OC)C(O)C(O)C1O)C=CC=3C=CC=CC3,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.7,99.6,,,,12.22,Cornell_Neg_S-15,525.16187:226046 526.16522:0 527.16858:0,,559.29077,4.750809134,5.257572988,5.075966455,4.695233595,4.520711931,4.146046224,5.665820584,4.35580911,4.441791836,3.922158161,5.094675475,3.476171299,4.356674067,4.086875734,4.209809806,4.406616814,4.670385028,3.994821362,4.30709651,4.211400318,3.461413821,4.842747558,3.386386949,4.59090612,4.348927619,3.311861295,4.108750929,3.957405657,4.619296858,4.161921749,4.305577058,4.729940504,3.902449002,4.35471334,4.556977545,4.589317399,4.37216177,4.747912745,5.230245777,-0.525999798,4.808496253,-0.419071848,0.007920854,0.18735256,0.167035267,244,0.000251049,-0.007669804,0
17469,17469,2.373,334.94888,Unknown,[M-H]-,,0.1,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,14.36,Cornell_Neg_S-29,334.94888:98761 335.95223:0 336.95559:0,,360.10303,3.808333552,4.276637464,3.797388189,3.936957441,3.77428974,3.872903945,4.759426636,4.147981886,4.537861656,2.764680636,3.619466121,3.703229202,3.748097926,3.600419869,3.713368981,4.329492268,3.358058296,3.881763358,3.718821988,2.857465272,3.708478209,3.733540625,3.633561143,4.22886033,3.406584417,2.921921352,4.110434118,3.545014842,3.605263285,3.355587595,2.490133357,3.681990087,3.748613269,3.27932415,3.695803895,3.385032633,3.445705738,3.533352764,3.766751383,-0.462588929,4.046739857,-0.419298026,0.007883794,0.164658823,0.146802533,243,0.000250021,-0.007633773,0
30087,30087,18.295,521.08337,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,36.2,Cornell_Neg_Blank3,521.08337:93012 522.08672:42932 523.09008:0,,553.1944,3.652640992,5.967943949,3.786390315,3.693653628,4.133563608,3.709897865,4.009824079,3.181676795,3.667716348,3.558278816,3.782058047,3.70500248,3.430681828,2.615187741,2.879053075,3.473840222,3.302059018,3.049723081,3.52689915,3.118395788,2.92072597,3.620435714,3.521805109,3.836627429,3.099028455,3.230876449,4.024465143,3.496699529,4.03365561,2.697382453,4.243716752,3.425438729,3.811230046,3.883238967,3.08036904,3.786943634,2.888389924,3.169178063,3.701138468,-0.578876611,4.016948904,-0.419378569,0.007870633,0.206003481,0.183663605,242,0.000248992,-0.007621641,0
43207,43207,1.673,816.12598,Unknown,[M-H]-,ion correlated with 32738,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.73,Cornell_Neg_S-15,816.12598:64628 817.12933:0 818.13269:0,,886.33105,3.736016185,4.819459691,3.815679676,3.722945073,3.648283207,4.340122358,4.36833323,3.601472895,3.410013278,3.755770682,3.481020701,3.749131756,3.694092502,2.86485426,3.723803012,3.286076311,3.231755628,4.225031107,3.781685013,3.151497569,3.214490924,3.338842035,3.674233123,3.43863862,2.818772252,3.363103501,3.125973323,3.317237479,3.540077012,3.809383685,4.197425476,3.328012835,3.19411939,3.563699099,2.791207235,3.958016393,4.938263102,3.701698466,3.206177812,-0.494471182,4.006539039,-0.419773331,0.007806399,0.175765499,0.156704755,241,0.000247963,-0.007558436,0
45686,45686,10.41,895.50177,Unknown,[M-H]-,ion correlated with 44973; ion correlated with 42393; ion correlated with 12807; ion correlated with 38321; ion correlated with 17837; ion correlated with 18339; ion correlated with 23729; ion correlated with 45408; ion correlated with 47606; ion correlated with 48424; ion correlated with 29695; ion correlated with 45048; ion correlated with 6487; ion correlated with 22591; ion correlated with 48371; ion correlated with 2751; ion correlated with 10826; ion correlated with 18903; ion correlated with 38840; ion correlated with 30268; ion correlated with 29638,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,5.4,Cornell_Neg_S-15,895.50177:126498 896.50512:0 897.50848:0,,997.52649,3.979554463,5.095262128,3.179026243,3.845051899,3.736461312,3.502586157,3.76578953,3.766165763,3.616967316,3.580363488,3.882432585,3.116917403,3.72558363,3.580501765,2.453830763,2.791152828,3.528847163,3.375327681,3.733565101,3.824680751,3.372724054,2.58392744,3.278043305,3.609027197,3.666760515,3.682446703,3.752013309,3.197070475,3.141309906,2.992883357,3.504303074,3.727799153,3.284574778,2.62185252,3.708175148,3.355365349,3.173347813,3.811686516,3.337866807,-0.471274351,3.858737187,-0.419881453,0.007788885,0.167467551,0.149306671,240,0.000246934,-0.007541951,0
8452,8452,10.064,209.11896,w/o MS2:Jasmonic acid,[M-H]-,,0.033,FALSE,,209.119,C12H18O3,Jasmonic acids,ZNJFBWYDHIGLCU-HWKXXFMVSA-N,CC\C=C/C[C@@H]1[C@@H](CC(O)=O)CCC1=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,,,,,3.2,Cornell_Neg_S-15,209.11896:90161 210.12231:0 211.12567:0,,222.01082,4.745168514,4.75198695,4.997172243,4.94247188,4.7784226,4.960873757,5.013545529,4.99112857,5.229679283,4.766119004,5.235585255,4.78582792,5.295770456,4.987232648,5.345680471,5.067625,5.383476951,5.443952616,4.737101161,5.336337634,5.123614837,5.018309291,4.851600756,5.079436319,5.035133436,5.283268429,4.976574824,5.01578292,4.962945682,5.173050712,4.90245821,5.016432623,5.145078257,5.053169234,5.202801528,5.079490958,5.017240498,5.183870321,4.992718081,0.190383271,4.897596255,0.419933235,0.007780509,0.067642652,0.060307201,239,0.000245905,-0.007534604,0
9688,9688,1.653,225.04974,w/o MS2:3-Nitrotyrosine,[M-H]-,found in higher mz's MsMs_20203,0.044,FALSE,6.914,225.0513,C9H10N2O5,Tyrosine and derivatives,FBTSQILOGYXGMD-LURJTMIESA-N,O=C(O)C(N)CC1=CC=C(O)C(=C1)N(=O)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,88.2,99.9,,,,37.02,Cornell_Neg_S-34,225.04974:1387573 226.05309:0 227.05645:0,,240.51505,2.76611762,3.939219723,3.676485906,2.545059657,3.545108224,3.51934966,2.528729382,2.974976851,4.575206433,3.736157652,3.334318873,3.169618413,4.025668341,3.602655879,3.587457194,3.188448588,3.75830719,3.654184894,3.666491684,2.789188362,3.786046808,3.528956208,3.830373443,3.342738672,3.721983977,3.756987077,3.77538973,3.436345135,3.614493351,3.736136092,3.618261313,3.773322011,3.541165726,3.238145948,4.388305506,3.591260438,3.304898049,3.428310172,3.71004923,0.432824683,3.186880878,0.420210156,0.007735846,0.15365837,0.136995016,238,0.000244876,-0.00749097,0
28232,28232,1.767,492.08392,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,18.31,Cornell_Neg_S-26,492.08392:73089 493.08727:0 494.09063:0,,523.16461,5.167367556,5.285136312,5.548542346,4.582686669,5.203893276,3.694344299,3.719790837,4.804842531,4.230967833,5.062471046,5.385912674,4.394845734,5.377119516,4.607567603,3.681940096,4.301811023,4.173920172,4.034888172,5.042155977,4.465293604,3.887841006,4.805075871,4.309047964,3.066110266,4.156521142,3.404810725,3.579872254,3.646143577,3.638596714,3.834817942,3.137983645,3.43650445,3.212231515,3.432579744,3.03631646,2.466391458,3.562983482,3.753438015,2.922198067,-0.81378168,4.750825478,-0.420518498,0.007686375,0.288645756,0.257343806,237,0.000243847,-0.007442528,0
28622,28622,9.858,497.33527,Unknown,[M-H]-,,0.844,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,399.44,Cornell_Neg_Blank1,497.33527:5503973 498.33862:1939263 499.34198:306597,65.10615:4324 166.46829:4509 225.16104:40070 433.31897:26861 451.32959:2101356,528.70953,3.835647567,4.36494386,3.52077161,3.429600336,3.726725809,3.92914512,3.444241567,4.254106059,3.601886896,3.658681467,3.50169444,3.739117746,3.441925809,3.929797849,3.93009172,3.757068194,3.015175988,3.602649849,3.498918817,3.334089464,3.163183437,3.708234427,3.611676652,2.972540484,3.777749883,3.6383198,3.534159761,3.220458331,3.084751684,3.611341277,3.591260562,3.111183392,3.310138036,3.505752459,3.57552542,3.515037034,2.732889059,2.84896836,3.710279554,-0.353968778,3.813147741,-0.420539585,0.007683002,0.125543944,0.111929435,236,0.000242818,-0.007440183,0
29101,29101,2.137,505.04596,Unknown,[M-H]-,,0.122,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,18.68,Cornell_Neg_S-44_R2,505.04596:470315 506.04931:179444 507.05267:0,,535.29083,3.465716897,5.14753199,3.052482934,3.739091571,3.694838108,3.706322302,3.880245436,3.486274992,3.7759702,3.233726842,3.460745959,3.150213043,3.19622128,3.516335085,3.685962486,3.046881863,2.923552939,3.643898095,3.050924285,3.543685484,3.62876515,2.949438923,3.574211259,2.96072866,3.754404732,3.170617853,3.208424142,2.82896422,3.52831472,3.116254008,3.055787729,2.611975682,3.874168445,3.444995453,3.389060956,3.247399901,2.203585496,3.732883948,3.516098376,-0.480459893,3.771563029,-0.420638891,0.007667133,0.17035833,0.151883962,235,0.000241789,-0.007425343,0
46145,46145,2.064,914.19379,Unknown,[M-H]-,ion correlated with 46687; ion correlated with 40685; ion correlated with 46098; ion correlated with 46329; ion correlated with 47188; ion correlated with 32378,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.41,Cornell_Neg_S-49,914.19379:77548 915.19714:0 916.2005:0,,1025.33997,3.481179846,4.649450698,3.424584507,3.71018432,3.62522295,3.690878229,3.614276081,3.109457992,3.526801333,3.067354045,3.470755253,3.435263419,2.68728749,3.262813385,3.353281472,3.156104422,3.245227646,2.957154629,2.685473521,3.654735459,3.165047666,3.107745378,3.627474465,3.283285427,3.177537496,3.155286337,3.374132498,3.639011152,2.491655056,2.837877684,3.667654399,3.699385169,3.810278051,3.293025222,3.092474557,2.873998875,3.64113286,3.622676563,2.668808621,-0.413775632,3.663154328,-0.420834128,0.007636016,0.146631159,0.130729865,234,0.000240761,-0.007395256,0
18044,18044,18.392,343.26779,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.05,Cornell_Neg_S-24,343.26779:190171 344.27114:52322 345.2745:0,,367.50858,4.258566499,5.276822418,4.759671621,4.524110393,4.317624565,3.818526801,4.393264797,4.218745512,3.135051991,4.553300342,3.705199707,3.957848958,3.678085956,3.803132709,3.935549153,4.054882875,4.004035728,3.406557334,4.635171988,4.147143528,3.7421264,3.993813645,4.219374925,4.895491608,4.738558599,3.139468831,4.095552896,3.735403871,3.827445735,3.768583828,4.206557793,3.463411623,3.463148383,4.475830933,3.739808547,3.962382661,4.197073702,4.19200396,4.163861959,-0.477017861,4.445916576,-0.421015529,0.007607203,0.168954022,0.150631943,233,0.000239732,-0.007367471,0
6310,6310,10.225,182.02107,Unknown,[M-H]-,,0.144,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,24.56,Cornell_Neg_QC100_2,182.02104:1459558 183.02439:104713 184.02775:11653,45.99351:14241 57.03985:1661 65.44122:1661 65.52316:1673 117.00964:2786 122.02515:30457 135.02133:2007 136.02885:2861 138.01947:3953 138.05652:3788 139.01549:4069 147.86404:1706 152.02284:26938 182.02104:803993,191.98761,4.85592729,4.576369938,5.052357579,5.015223808,4.818682556,5.085388111,4.831980135,5.072835549,5.302655899,5.03126516,4.969227863,5.242946276,4.884953049,5.16872911,4.961224044,4.899022197,5.234887681,5.064502983,5.063051339,5.03510347,6.240501116,5.074762134,4.972463958,5.113726186,5.154918802,5.508471429,5.332487774,4.974095773,5.25238936,5.187363278,5.14348863,5.188587561,5.076483185,5.180377323,5.481499128,5.260694341,5.20158889,5.251448235,5.059807658,0.26423418,4.913595621,0.42109801,0.007594132,0.093566305,0.083419585,232,0.000238703,-0.007355429,0
4335,4335,1.612,156.91599,Unknown,[M-H]-,,0.1,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.6,Cornell_Neg_S-15,156.91599:863413 157.91934:0 158.9227:0,,162.44821,3.98387388,3.4543866,4.246092059,3.971420636,3.608885867,3.260189825,3.854688242,4.024597224,3.204640185,3.631149137,3.115561601,3.938201553,3.319347246,3.708258924,3.347362338,3.509514573,4.325160972,3.451292783,3.77616416,3.539243114,2.860066342,3.459445661,3.501846885,3.350806421,3.198233781,3.906892366,3.72222911,3.62148163,3.161957653,3.566585346,2.777082933,3.135584086,2.870648644,3.380529487,2.938535857,3.3908363,3.471544439,2.909625931,3.656004086,-0.389360871,3.800516792,-0.421486413,0.007532842,0.137719679,0.122784782,231,0.000237674,-0.007295169,0
3758,3758,9.849,149.09929,w/o MS2:3-Phenylpropionic acid,[M-H]-,similar chromatogram in higher mz_30634; similar chromatogram in higher mz_6688; similar chromatogram in higher mz_4977; similar chromatogram in higher mz_40357; similar chromatogram in higher mz_5207; similar chromatogram in higher mz_4597; similar chromatogram in higher mz_7111; similar chromatogram in higher mz_8509; similar chromatogram in higher mz_14838; similar chromatogram in higher mz_15619; similar chromatogram in higher mz_31462; similar chromatogram in higher mz_33969; similar chromatogram in higher mz_44528,0.011,FALSE,,149.10001,C9H10O2,Phenylpropanoic acids,XMIIGOLPHOKFCH-UHFFFAOYSA-N,OC(=O)CCc(c1)cccc1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,97.4,,,,,3.36,Cornell_Neg_S-04,149.09929:73184 150.10264:0 151.106:0,,154.30215,3.678293778,4.334475853,3.556707811,4.340121788,3.08112564,4.027053352,3.181253811,3.873429364,3.307546181,3.65131321,3.252432906,3.246517532,3.342694308,3.387494674,3.241653807,3.271240308,4.086288374,2.332464069,3.595833701,3.355000234,3.31233779,3.255033539,3.320938805,2.537795181,3.825098182,3.292101284,3.581312923,3.313094544,2.670039456,2.873313985,3.134278597,3.767897762,3.68891323,3.438310387,3.598627878,3.117880541,3.723629443,3.127813305,3.279569698,-0.438784583,3.759057675,-0.422470186,0.007379502,0.154761604,0.13797861,230,0.000236645,-0.007142857,0
19165,19165,10.288,359.20767,"w/o MS2:NCGC00381440-01!(2S,3S)-3-decyl-2-hydroxy-2-(3-methoxy-3-oxopropyl)butanedioic acid",[M-H]-,,0.089,FALSE,,359.20801,C18H32O7,Tricarboxylic acids and derivatives,GTLYLWQDKQVONL-KDOFPFPSSA-N,CCCCCCCCCC[C@H](C(O)=O)[C@@](O)(CCC(=O)OC)C(O)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.4,,,,,7.7,Cornell_Neg_S-28_R2,359.20767:100017 360.21102:0 361.21438:0,,383.20831,5.05044965,5.442633201,4.736760847,4.530712258,4.601726218,4.455229216,4.941309994,4.994289999,4.517006413,4.63251193,4.27930417,4.635864038,4.712800867,4.600737484,4.564967081,4.555502568,4.526722276,4.240039743,4.432251921,4.027380795,4.940571576,4.873530179,3.797694358,4.67283683,4.550166696,3.717039614,4.512349537,4.08140876,4.377581344,4.703793731,4.98623703,4.414447181,4.228378961,4.610777196,4.675821686,4.20356958,4.949846708,4.694080315,4.582785434,-0.350654858,4.844138923,-0.422667027,0.007349145,0.123607677,0.110203145,229,0.000235616,-0.007113529,0
25550,25550,9.044,452.13486,Unknown,[M-H]-,ion correlated with 25838,0.222,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,14.33,Cornell_Neg_S-34,452.13516:321822 453.13851:78704 454.14187:5945950,55.83607:9475 98.93948:22010 100.6826:9916 118.68644:8675 210.00926:10375 304.31918:11374 308.19876:13488 354.20596:24056 367.17572:9624 372.12433:20331 390.1366:11022 452.13062:18105,481.11832,3.445134478,6.165429819,4.282684009,3.72875259,4.800503608,4.497664422,4.098266332,4.038604342,3.878930579,3.716869583,4.592177604,3.162879407,4.297725822,3.80175519,3.136667608,4.190316649,3.701020498,3.890438859,3.875367312,3.258058531,3.549170845,4.30653153,3.181825176,4.207818395,4.362481468,3.201431135,3.993171043,3.578525104,3.813653324,4.177661547,3.921976877,3.654304233,3.754502275,4.232521841,3.857998637,3.531696295,3.290266361,4.335481901,3.185630361,-0.587328144,4.38212995,-0.422729214,0.007339577,0.206999169,0.184551316,228,0.000234587,-0.00710499,0
1059,1059,0.151,112.98588,w/o MS2:Acetylenedicarboxylic acid,[M-H]-,found in higher mz's MsMs_8680; similar chromatogram in higher mz_14398; similar chromatogram in higher mz_20629,0.589,TRUE,7.691,112.9845,C4H2O4,Dicarboxylic acids and derivatives,YTIVTFGABIZHHX-UHFFFAOYSA-N,O=C(O)C#CC(=O)O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,90.6,99.7,,,,7.93,Cornell_Neg_QC100_1,112.98588:2064264 113.98923:38810 114.99259:0,40.01925:17162 41.99854:18714 44.99824:689927 47.23256:9400 68.9959:1560135 69.03478:58310 69.16565:7515 84.99177:8811 85.03001:9173 86.4258:8149 92.99612:52539 112.97168:293154 112.98586:329191 112.99917:24157 113.02484:42961 113.0611:22351,113.50642,3.949300876,4.064752048,4.629778975,4.037949249,3.81905814,4.037529561,3.582855265,3.648956535,3.359062117,4.088812569,3.589114904,3.544855247,3.985943833,3.150070767,3.672551006,3.657112464,2.923916505,4.225450085,2.791056889,3.95780302,4.120174157,3.440348289,3.524806997,3.653861295,2.887229469,3.664012253,3.451879241,3.079317876,3.598501977,3.408428582,4.017627059,3.758798715,3.251728206,3.969085028,3.224250043,3.715253597,3.718802229,3.692413818,3.423791946,-0.40527064,3.971272581,-0.422865959,0.007318575,0.142778197,0.127294734,227,0.000233558,-0.007085016,0
12781,12781,16.176,267.1441,Unknown,[M-H]-,ion correlated with 19554,0.633,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.75,Cornell_Neg_S-34,267.14404:773366 268.14739:147237 269.15075:0,56.30532:7602 98.95586:45940 98.96369:18379 108.39285:8411 110.20393:7537 116.84338:8115 117.47892:8173 134.994:8873 169.15933:10513 234.98805:15373 249.0032:16428 267.01401:27417 267.14563:450969 267.19568:42384 267.23001:15921,287.70551,3.44287067,5.081851828,3.233296832,3.879180367,3.785655811,3.716649312,3.655093857,3.766026023,2.901737699,2.269721513,3.051131884,3.925275991,3.612488618,3.83543206,3.080460946,3.509046787,3.584868514,3.694592199,3.115432574,3.627104062,2.846382833,3.295487635,3.382495235,3.700502471,3.531841499,3.576320288,3.707833206,3.704102656,3.677333102,3.343475134,2.901429502,3.640554965,3.546394778,3.144420119,3.104521355,2.797538113,2.888135424,3.31781499,3.554198424,-0.469495037,3.820078088,-0.422947041,0.007306146,0.165366052,0.147433067,226,0.000232529,-0.007073617,0
11419,11419,0.217,247.93735,Unknown,[M-H]-,,0.144,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.17,Cornell_Neg_S-37,247.93735:107115 248.9407:267844 249.94406:0,,266.80429,3.658274191,6.61713415,3.743675702,3.323331731,3.595697796,3.6637703,3.682699401,4.111248133,3.672800283,3.659997181,3.294846071,3.830267057,3.332212805,3.44753937,3.328711485,3.502896756,2.518633683,3.249132447,3.11694794,3.522565084,3.42779488,3.710683274,3.597413744,3.466921788,3.911858821,3.036377667,3.487413318,3.599034192,3.637848681,3.93962301,3.680150497,3.194061859,3.298728307,3.0571645,3.665946627,3.707088026,3.631354125,2.85560468,3.326546649,-0.607280061,4.049478926,-0.423037919,0.007292237,0.213840881,0.190651084,225,0.000231501,-0.007060737,0
