,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-01_LMT_PS_PMM_R1,0_Cornell_Pos_S-04_LMT_PS_PMM_R1,0_Cornell_Pos_S-08_LMT_PS_PMM_R1,0_Cornell_Pos_S-09_LMT_PS_PMM_RP_R1,0_Cornell_Pos_S-14_LMH_PS_PMM_R1,0_Cornell_Pos_S-15_LMT_LMH_PS_PMM_R1,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-19_LMH_PS_PMM_R1,0_Cornell_Pos_S-21_LMT_PS_PMM_R1,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-28_LMT_PS_PMM_R1,0_Cornell_Pos_S-31_LMT_PS_PMM_R1,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM_R1,1_Cornell_Pos_S-03_LCC_PS_R1,1_Cornell_Pos_S-05_O_R1,1_Cornell_Pos_S-06_O_R1,1_Cornell_Pos_S-07_O_R1,1_Cornell_Pos_S-13_O_R1,1_Cornell_Pos_S-18_O_R1,1_Cornell_Pos_S-20_O_R1,1_Cornell_Pos_S-22_O_R1,1_Cornell_Pos_S-23_O_R1,1_Cornell_Pos_S-25_O_R1,1_Cornell_Pos_S-26_O_R1,1_Cornell_Pos_S-29_RP_R1,1_Cornell_Pos_S-30_O_R1,1_Cornell_Pos_S-33_O_R1,1_Cornell_Pos_S-34_O_R1,1_Cornell_Pos_S-36_O_R1,1_Cornell_Pos_S-37_O_R1,1_Cornell_Pos_S-38_O_R1,1_Cornell_Pos_S-41_O_R1,1_Cornell_Pos_S-43_RP_R1,1_Cornell_Pos_S-44_O_R1,1_Cornell_Pos_S-46_O_R1,1_Cornell_Pos_S-47_RP_R1,1_Cornell_Pos_S-48_O_R1,1_Cornell_Pos_S-49_O_R1,1_Cornell_Pos_S-50_LMH_LCT_PS_PMM_R1,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
4503,4503,7.206,217.15892,"w/o MS2:NCGC00179899-02_C15H22O2_1H-3a,6-Methanoazulene-3-carboxylic acid, octahydro-7,7-dimethyl-8-methylene-, (3S,3aR,6R,8aS)-",[M+H]+,ion correlated with 4803; ion correlated with 5259; ion correlated with 9299; ion correlated with 16555; ion correlated with 7207,0.034,FALSE,,217.158,C15H22O2,Sesquiterpenoids,IJGMVUXEZUEDJR-RTWAVKEYSA-N,CC1(C)[C@@H]2CC[C@]3(C2)[C@H](CC[C@@H]3C1=C)C(O)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,95.7,,,,,7.36,Cornell_Pos_S-09,217.15892:1272123 218.16227:323301 219.16563:0,,207.11462_@_11.579,4.755157317,4.728529892,4.933721332,5.055678054,5.045203663,4.997294149,5.059052039,4.794392,4.815545751,4.743700046,4.894106155,4.827654116,5.176736271,5.352147691,4.650037388,4.824820997,4.721941238,5.039912543,4.784044037,4.915098955,4.778559398,4.542902787,4.660757066,4.842177039,4.855091375,4.912527569,4.849398564,4.840437326,4.508602536,4.990384573,4.703777163,4.590202117,5.097643866,4.904286817,4.925821464,4.864879962,4.833287582,4.944012795,4.675586454,5.1277898,-0.118890496,4.94135132,-0.327583262,0.039070615,0.055626762,0.044847729,625,0.000913129,-0.038157487,0
26945,26945,9.808,689.46307,Unknown,[M+NH4]+,adduct linked to 26198_[M+H]+,0.292,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,164.46,Cornell_Pos_S-42,689.46307:7934144 690.46642:3742434 691.46978:3736362,,680.92322_@_11.928,2.400666101,3.779556903,3.408172634,3.643588757,2.52620184,3.795239905,3.013374191,3.51765741,3.227106372,3.716899511,3.557711035,3.030454829,2.900675229,2.979802451,3.82196755,3.634663637,3.161512469,3.760872007,3.707027253,3.222308976,3.907106733,3.349261911,3.633773595,3.975378563,3.75916665,3.74143406,3.411162033,3.48325095,3.614616987,3.087247265,3.729587488,3.812851187,2.439701108,3.759084721,3.437741029,3.549780432,3.582525579,3.670342766,3.367425029,2.929188009,0.271321169,3.249793369,0.327476333,0.039138377,0.126992813,0.102384879,626,0.00091459,-0.038223787,0
29342,29342,19.87,753.26959,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,2.7,Cornell_Pos_Blank1,753.26959:45329 754.27294:0 755.2763:0,,741.55792_@_10.779,4.675182234,3.711686096,4.407336732,2.728528105,4.497833901,5.099765601,4.371153466,4.755246726,4.103167341,4.209721954,4.48531723,3.926695979,4.26127406,3.47699828,4.574561442,3.325438069,4.702045492,5.162706671,4.802806075,3.709705647,4.529920812,4.551333818,3.700492733,5.197311096,4.609062759,4.453446288,4.541549734,4.826303576,4.748737923,5.642890384,4.35772375,4.502066826,4.932331213,5.208458914,4.251998901,3.727602176,4.687429174,4.353431473,4.865009031,5.341214818,0.395111271,4.193564836,0.327053171,0.039407477,0.185201199,0.14931398,627,0.000916051,-0.038491426,0
30619,30619,17.383,792.59332,Unknown,[M+H]+,,0.045,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,9.4,Cornell_Pos_S-07,792.59332:573480 793.59667:438366 794.60003:125985,,779.88745_@_18.868,4.17406046,4.150766191,4.093595941,4.213368818,4.18675688,4.17163545,4.176770058,4.405974883,4.228304163,3.522106674,4.249646494,4.166180617,3.940123691,4.151991903,3.940040014,3.999625467,3.82429909,3.812764654,2.538012633,4.133517444,4.222054094,2.874302689,4.43210888,3.865731475,4.089632309,3.991665081,4.209386548,4.082316325,3.803691703,4.031089894,3.904966077,2.961242704,3.635217092,3.890456297,4.085100436,4.155709828,4.135822101,3.827489006,3.936278152,4.177308735,-0.263120153,4.130805873,-0.326978106,0.039455369,0.123364475,0.09945962,628,0.000917512,-0.038537858,0
14469,14469,17.176,419.2674,"w/o MS2:NCGC00385036-01_C22H34N4O4_N-Methyl-N-[(2E,4E,6E)-2,4,6-octatrienoyl]valylalanylprolinamide",[M+H]+,,0.056,FALSE,,419.26501,C22H34N4O4,N-acyl-alpha amino acids and derivatives,FADHJFXHKLXQOJ-NRWMFWRASA-N,C\C=C\C=C\C=C\C(=O)N(C)C(C(C)C)C(=O)NC(C)C(=O)N1CCCC1C(N)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,74.5,,,,,3.68,Cornell_Pos_S-44_R,419.2674:566604 420.27075:199731 421.27411:56618,,412.24652_@_18.721,6.55257875,6.269599587,6.223216987,6.211961138,6.142262872,6.303462158,6.245384685,6.023910141,6.206737693,6.041169073,6.385858835,6.108253337,5.776834247,6.013944766,6.248255679,5.954671219,5.933614187,5.88683151,6.043444363,5.884469133,5.898591126,5.935610042,6.089026125,5.624421048,6.116102017,5.965141931,6.142688564,6.48107023,5.961607722,6.30416521,6.238567363,6.035434021,6.174211334,6.171830862,6.03462776,5.671148932,5.714093017,6.3425223,5.920969477,6.211502892,-0.141071094,6.178941019,-0.326973221,0.039458488,0.066142606,0.053325874,629,0.000918973,-0.038539515,0
4716,4716,17.005,223.16927,w/o MS2:KOBUSONE,[M+H]+,,0.09,FALSE,,223.16925,C14H22O2,Ketones,UETZJEZFLKASPR-UZWIWUQPSA-N,O=C1CCC2OC2(C)CCC3C1CC3(C)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,,,,,12.99,Cornell_Pos_S-30,223.16927:868889 224.17262:135075 225.17598:0,,213.16646_@_16.027,6.417138072,6.635773416,6.738527829,6.646846192,6.55651398,6.511957576,6.624309449,6.687758336,6.692770845,6.355867127,6.560629578,6.855984453,6.331285656,6.435494806,6.650803631,6.512143223,6.396026709,6.473078694,6.628743677,6.1997543,6.622337303,6.360376248,6.21960536,6.203275173,6.65427544,6.467971834,6.783374613,6.544187419,6.539215306,6.251616947,6.838823954,6.301751331,6.605296898,6.357824558,6.444327902,6.207743421,6.293015836,6.513211595,6.330390368,6.409180533,-0.120893842,6.575061237,-0.326869107,0.039524997,0.056702513,0.045715027,630,0.000920434,-0.038604564,0
13680,13680,11.433,405.30011,"w/o MS2:""methyl (4R,E)-4-((3R,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pent-2-enoate""",[M+2H]2+,,0.056,FALSE,,405.29999,C25H40O4,7-alpha-hydroxysteroids,AJOPHDUNANPFKQ-VEEBWJHKSA-N,C[C@H](/C=C/C(OC)=O)[C@H]1CC[C@H]2[C@]([C@@H]3CC[C@@]21C)([H])[C@@H](O)C[C@H]4[C@]3(C)CC[C@@H](O)C4,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.9,,,,,9.61,Cornell_Pos_S-06,405.30011:372632 406.30346:0 407.30682:0,,398.11578_@_1.8,6.765252432,6.056147224,7.581964373,7.488591988,7.238784247,6.799855501,6.895238376,7.038136747,6.5427616,7.48280605,6.980346749,6.93659427,6.800023941,7.521307664,7.285705739,7.840117839,7.039491619,7.456796585,7.517747135,6.813422927,6.606106404,7.599538059,7.371107437,7.293534283,7.531030383,7.396846187,7.224998297,7.281639853,7.626811715,7.574326979,6.75726246,6.639492129,7.474902361,7.757740439,7.132823033,6.959211143,7.793835076,7.248803837,6.61246047,7.572709867,0.275811487,7.009129369,0.326831503,0.039549042,0.129379783,0.104309316,631,0.000921895,-0.038627147,0
23277,23277,2.585,598.04626,Unknown,[M+H]+,,0.112,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,15.75,Cornell_Pos_S-13,598.04626:1857824 599.04961:397132 600.05297:979910,,590.03845_@_1.895,4.991255991,3.32525529,5.64003796,5.49500016,5.184312484,5.657030443,5.300789385,5.335454167,5.286255845,5.67773229,3.589953267,5.502274966,5.016274546,4.927038874,5.839458616,5.954356774,6.007727723,6.051440959,6.452033486,5.971835684,3.291283252,5.854974866,5.120018933,4.690182044,5.762038633,6.155323833,5.710749615,5.772890876,6.326984994,6.400626345,5.410978646,4.773582033,5.115377178,4.835356065,5.051211375,5.935443421,4.954098652,5.290493439,6.667990862,5.612008701,0.510915469,5.066333262,0.326827207,0.039551789,0.239667703,0.193226279,632,0.000923356,-0.038628434,0
27688,27688,1.899,708.23511,Unknown,[M+H]+,,0.236,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,111.31,Cornell_Pos_S-23,708.23511:3174358 709.23846:663904 710.24182:0,,699.21051_@_2.186,3.801219899,3.611477077,3.410393618,3.381626701,4.259206602,4.197851596,2.744788738,2.983914016,3.198723312,4.041067988,2.540634936,3.876045309,3.350413548,2.914233474,3.293626043,4.359577688,3.576029617,4.240478423,4.365294341,3.71728189,3.735478306,2.420590735,4.150638487,4.105208468,4.180408347,3.523580872,3.093598249,3.844175236,3.746586984,2.928245071,3.47268413,3.366626931,4.653672413,4.412121017,3.943046043,3.592480188,4.699504217,5.252114511,3.547187471,4.298346814,0.415270983,3.450828344,0.326756641,0.039596945,0.194848487,0.157091873,633,0.000924817,-0.038672128,0
15564,15564,11.347,440.56268,Unknown,[M+H]+,ion correlated with 28974; ion correlated with 14053; ion correlated with 4266; ion correlated with 33998; ion correlated with 33562; ion correlated with 5876; ion correlated with 4741; ion correlated with 9704; ion correlated with 22528; ion correlated with 24667; ion correlated with 33115; ion correlated with 23698; ion correlated with 6257; ion correlated with 18811; ion correlated with 19859; ion correlated with 16779; ion correlated with 28599; ion correlated with 5408; ion correlated with 19966; ion correlated with 26406; ion correlated with 11031; ion correlated with 16668; ion correlated with 26119; ion correlated with 18933; ion correlated with 17266; ion correlated with 9403; ion correlated with 24142; ion correlated with 26382; ion correlated with 8571; ion correlated with 24673; ion correlated with 20382; ion correlated with 9466; ion correlated with 17411; ion correlated with 27134; ion correlated with 17373; ion correlated with 15756; ion correlated with 34071; ion correlated with 8407; ion correlated with 11264; ion correlated with 15074; ion correlated with 18124; ion correlated with 3404; ion correlated with 11029; ion correlated with 5750; ion correlated with 6254; ion correlated with 6998; ion correlated with 11716; ion correlated with 13526; ion correlated with 10206; ion correlated with 22608; ion correlated with 23432; ion correlated with 24917; ion correlated with 28419; ion correlated with 3438; ion correlated with 8753; ion correlated with 12504; ion correlated with 13294; ion correlated with 8308; ion correlated with 29035; ion correlated with 4210; ion correlated with 17508; ion correlated with 25580; ion correlated with 32382; ion correlated with 19537; ion correlated with 34136; ion correlated with 7848; ion correlated with 32297,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.51,Cornell_Pos_Blank1,440.56268:50248 441.56603:0 442.56939:0,,432.31357_@_15.644,4.437209237,6.000207158,6.13838131,6.394109544,6.281833751,6.769905325,5.937276224,4.872759935,5.724194019,5.361595308,6.040332545,5.574879788,7.2966374,6.84108918,6.410940573,6.570519085,4.441976687,6.379506901,5.706599524,4.829714518,4.716489478,6.393955845,5.253979833,5.755332788,4.782916925,5.162759615,4.186918591,4.510645519,4.298041726,6.38399327,5.126005491,5.582342556,6.652401986,5.331318956,5.543573319,5.241960711,5.189398695,5.831559658,4.856257113,6.322926257,-0.535610385,5.976457909,-0.326718607,0.0396213,0.251345456,0.202641185,634,0.000926278,-0.038695022,0
8235,8235,14.829,301.21747,w/o MS2:Retinoic acid,[M+H]+,,0.449,FALSE,1.004,301.21701,C20H28O2,Retinoids,SHGAZHPCJJPHSC-YCNIQYBTSA-N,O=C(O)C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.9,99,,,,3.97,Cornell_Pos_S-03_R,301.21747:5754228 302.22082:1187786 303.22418:106230,,294.2149_@_11.089,6.143686907,4.873682473,7.040541135,6.681660169,5.758855835,7.082120269,5.354290167,5.786261397,5.833779487,5.405476776,4.911229579,6.355976381,6.317179085,6.887819212,6.663038345,6.437928081,6.279655657,4.875210857,7.374073812,6.095421172,4.67458165,4.848706349,4.640997399,4.655989354,4.368611837,5.124604882,5.558081628,4.889663554,5.705417466,5.740037582,6.407939985,5.350623205,5.414408918,5.709599095,4.562920156,4.646782192,5.335254124,5.161390725,6.050583671,6.222362732,-0.538824584,6.030897062,-0.326671465,0.039651505,0.25289463,0.203890169,635,0.000927739,-0.038723766,0
17772,17772,8.86,484.29492,Unknown,[M+H]+,,0.09,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,5.51,Cornell_Pos_S-42_R,484.29492:1181151 485.29827:0 486.30163:1250286,,477.26523_@_13.307,3.468130581,4.46659654,3.764570058,4.373632772,4.081992224,6.212351761,4.049799709,4.553707063,3.384306479,3.736484575,3.707825681,4.04315566,4.081735877,4.56439325,3.479924491,4.873037668,4.546215377,3.616735728,3.706861346,3.447167731,3.946695544,3.651041924,3.418137884,1.943053061,4.128793865,3.351845919,3.646602689,3.594634088,2.849242646,4.279731799,4.092879612,3.20057757,4.122079167,4.135230785,4.046940328,3.235603844,3.697686429,3.957503554,4.261173248,3.98276018,-0.438833921,4.177763016,-0.326629203,0.039678599,0.205994344,0.16607795,636,0.0009292,-0.038749399,0
25127,25127,19.533,643.54675,Unknown,[M+H]+,,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.35,Cornell_Pos_S-23,643.54675:37091 644.5501:0 645.55346:0,,634.37781_@_8.399,5.036161243,6.296123857,6.996927033,5.270298675,6.586431483,6.627310191,4.970722269,5.300962257,5.548640843,5.669052517,6.421192107,6.240573408,4.719641312,6.531918507,5.30692218,6.133863505,5.212893874,5.306382796,5.482343789,5.971172531,5.915878272,3.145066321,6.556173046,5.052399479,5.605955586,4.463534828,3.968808407,6.171624795,5.628035388,5.22174933,5.327334893,5.295296898,5.011769669,6.477364526,5.140240711,4.741292305,6.097834184,5.459882851,4.882017384,5.479478836,-0.524286865,5.872568264,-0.326411635,0.039818319,0.246290691,0.198565903,637,0.000930661,-0.038887658,0
26615,26615,17.47,681.43182,Unknown,[M+H]+,,0.225,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.67,Cornell_Pos_S-38_R,681.43182:72910 682.43517:124654 683.43853:0,,673.49835_@_1.865,3.403581341,3.475197642,2.73707741,3.773367032,3.352849014,2.874170339,3.125855224,3.149011196,3.886553897,3.567378066,3.498507321,2.864738391,3.282527705,3.176479225,4.408798908,3.486200257,3.221153256,4.349416705,3.594869845,3.562967659,3.202419571,3.524248172,3.818030093,4.015497292,4.384622582,3.493809597,3.690214608,2.949900155,3.502371621,4.309238827,3.606711483,3.834349647,3.721365393,3.946077696,2.69132921,3.189459148,2.643536969,3.484223423,5.580052784,3.302355887,0.375921572,3.297663843,0.326360713,0.039851079,0.176624971,0.142399604,638,0.000932122,-0.038918957,0
28115,28115,10.474,719.44641,Unknown,[M+H]+,,0.146,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,17.65,Cornell_Pos_S-47,719.44641:721573 720.44976:0 721.45312:0,,709.43384_@_13.262,4.523202897,4.584180471,4.458341686,5.307558679,4.682732956,5.1624927,4.212017156,4.327109733,4.036424699,4.215212483,4.970302673,4.227019306,4.623200647,5.660908227,4.647757678,5.501669129,4.586579721,4.505434335,4.444384346,4.164366356,4.72297107,4.065966396,4.55478416,5.438943188,4.082538116,2.993290221,2.80646677,3.170302859,4.077408334,4.371977682,4.219387397,3.088289394,4.456061644,4.26662037,4.088820065,3.249335148,4.656128779,3.887542033,4.73418068,4.570823821,-0.436345869,4.642193165,-0.326345942,0.039860586,0.205025427,0.165296784,639,0.000933583,-0.038927003,0
9508,9508,2.136,327.03979,Unknown,[M+H]+,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,96.54,Cornell_Pos_S-03,327.03979:1441742 328.04314:0 329.0465:0,,319.07953_@_16.254,5.859503424,6.247857068,6.081353926,5.84448621,6.170603367,5.371665516,6.078661465,5.988329497,5.122561114,5.795482154,5.347584648,6.328964818,6.317159726,5.881609895,5.711875455,5.679892521,5.568762984,5.53086268,5.557678083,5.550794709,5.343216564,5.868517966,6.300109206,6.244531655,5.322605369,5.550696029,5.439606975,6.333001072,5.307469195,5.668678599,5.319492588,5.392412966,5.543057634,6.100660946,5.488065352,5.178220053,5.691240791,5.538401169,5.464919758,6.124992698,-0.241359097,5.888273059,-0.326336736,0.039866511,0.113410755,0.091434673,640,0.000935044,-0.038931468,0
28171,28171,2.091,721.36066,Unknown,[M+3H]3+,,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,19.14,Cornell_Pos_S-26,721.36066:501408 722.36401:0 723.36737:368945,,710.96185_@_2.17,3.846575713,2.581400622,5.14339563,4.538919743,4.562629791,5.274672408,3.244932233,3.860331878,3.773172088,4.824427202,3.668772277,3.418446631,6.533834438,5.400591319,6.380398828,5.275076013,6.452541553,5.395904874,5.027754831,4.200081177,3.595202048,4.82011968,4.669490868,5.512422408,6.155638847,4.803384425,3.292032961,4.510770839,5.695121485,5.859239354,3.639955664,4.477939126,5.260580308,4.923759563,5.513707902,4.73681197,4.366677093,4.231490242,6.102056176,4.623076431,0.647864379,4.33372157,0.32630326,0.039888066,0.304455997,0.245460272,641,0.000936505,-0.038951562,0
33644,33644,18.295,980.59564,Unknown,[M+H]+,,0.236,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.62,Cornell_Pos_QC100_3_20240428192327,980.59564:518908 981.59899:295287 982.60235:121087,,947.58691_@_15.144,3.790738411,3.237750606,2.839724608,4.138459333,3.990205928,4.048411923,3.733498988,3.442480187,4.12480926,3.491858385,3.842706986,3.943209564,3.383458321,3.84205867,3.724832086,5.915551825,5.741218951,2.676117895,3.666697665,4.139013423,3.466106949,3.375078014,3.474782729,3.904888494,4.186988709,3.993573625,5.849498062,3.74866492,4.632187677,3.366045953,2.861555603,4.012037921,4.739382496,4.584055228,4.802229053,5.19334952,4.010912268,4.084864357,4.936623956,4.498288943,0.511263731,3.703526512,0.326193617,0.039958731,0.240352562,0.19377843,642,0.000937966,-0.039020765,0
5260,5260,11.761,237.18521,"w/o MS2:NCGC00384855-01!2-butyl-5-pentylbenzene-1,3-diol",[M+H]+,,0.742,FALSE,,237.185,C15H24O2,Resorcinols,CZZVTNRWOQFMEU-UHFFFAOYSA-N,CCCCCC1=CC(O)=C(CCCC)C(O)=C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.8,,,,,93.47,Cornell_Pos_S-09,237.18521:27093190 238.18856:4442998 239.19192:922472,,228.03813_@_11.708,3.456413634,2.543673876,2.92100309,2.954280511,3.567202135,3.744133781,3.187108141,3.273408219,3.743433874,3.875997854,3.942009093,3.265234401,2.991124112,4.150587172,3.665611403,3.315623726,3.547932181,4.486182754,3.998441712,4.320167563,3.733776961,3.234797679,3.916851356,3.887275384,3.610200389,3.710551384,3.904333311,3.61495506,3.776245853,3.433083629,4.121695892,3.529016944,3.23033341,3.523598977,2.817395887,3.339268632,4.198272208,3.891063975,3.453687671,3.563740765,0.284427496,3.401114992,0.326174889,0.039970811,0.13372212,0.10781022,643,0.000939427,-0.039031384,0
992,992,11.542,129.95155,Unknown,[M+H]+,,0.079,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.15,Cornell_Pos_S-09,129.95155:285962 130.9549:0 131.95826:0,,119.08562_@_11.385,6.114921906,6.185185668,6.237719211,6.235450815,6.155176813,6.256957854,6.174017048,6.07659752,6.2316143,6.122192336,6.284506351,6.217223384,6.273864693,6.12724504,5.866531943,5.960003728,6.040617285,6.132864332,5.795127531,6.214339853,6.057010436,6.018986081,6.211175606,6.411551905,6.229633065,6.349128121,6.168324734,6.230406206,6.141798906,5.786455495,5.92406613,6.096030191,5.892074749,5.656092407,5.916911833,6.253539711,6.317798877,6.047380788,6.357578212,5.918075722,-0.115660557,6.192333781,-0.326140097,0.039993261,0.054383705,0.043845545,644,0.000940888,-0.039052374,0
15726,15726,12.094,444.24146,Unknown,[M+H]+,,0.438,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,111.09,Cornell_Pos_S-15,444.24146:8791736 445.24481:2445779 446.24817:515037,,436.22241_@_11.34,4.000742681,4.834543845,4.891861792,4.866889652,5.972665132,4.429700429,4.262153922,4.288218649,4.260032269,4.201955944,4.590605075,4.008273675,4.78732974,4.664370015,4.839907872,4.508484318,4.556149312,4.199145541,4.362224436,3.787410277,3.552646119,3.965815951,4.531343429,4.584034321,4.554043028,3.804941792,3.929552283,4.591894307,4.127262315,4.379956388,3.447305314,4.373020444,4.02126036,4.50691111,4.470696675,4.369990046,4.702100751,4.515194233,4.386276564,4.323115634,-0.291410313,4.575667344,-0.326039231,0.040058405,0.137068845,0.110508436,645,0.000942349,-0.039116056,0
4021,4021,9.636,205.08527,"w/o MS2:NCGC00380309-01_C12H14O4_(7R,8R)-7,8-Dihydroxy-3,5,7-trimethyl-7,8-dihydro-6H-isochromen-6-one",[M+H]+,ion correlated with 16090; ion correlated with 7169; ion correlated with 4322; ion correlated with 18685; ion correlated with 3640; ion correlated with 19998; ion correlated with 6189; ion correlated with 3703; ion correlated with 2561; ion correlated with 4405; ion correlated with 18624,0.034,FALSE,,205.08501,C12H14O4,Azaphilones,JVUYBLROBHJEJN-NEPJUHHUSA-N,CC/1=C/C/2=C(C)/C(=O)[C@](C)(O)[C@H](O)C2=C\O1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.7,,,,,8.42,Cornell_Pos_S-25,205.08527:4144472 206.08862:0 207.09198:0,,195.12257_@_1.998,4.639955402,5.495471017,6.100002032,6.095316407,4.721530636,4.487254742,4.567267834,4.984719891,4.641100748,4.819044503,4.396706272,4.445897283,4.393071058,6.021234595,4.916286773,6.056968185,5.187617086,5.088776205,5.758643196,5.39042866,4.910372949,4.822729812,4.459416208,5.860453318,5.411131149,4.945259082,5.395304344,5.501730958,5.286207205,5.421188215,5.084650459,4.554950915,5.923660275,5.79825493,5.465552348,5.164820819,5.67803729,5.498389704,5.510348166,5.987899389,0.362868692,4.986326601,0.326031314,0.040063521,0.170684913,0.137610577,646,0.00094381,-0.039119711,0
31750,31750,15.195,846.02667,Unknown,[M+H]+,,0.169,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.83,Cornell_Pos_Blank1,846.02667:122567 847.03002:0 848.03338:95342,,825.52002_@_15.265,4.898583954,4.863081009,5.196507923,5.175871848,5.475587685,4.922115646,5.638317762,4.768805691,4.917919765,5.71955646,5.376333926,5.701763169,5.954492329,5.79557872,5.388170625,4.767352302,4.789388383,4.891454148,5.211279471,4.823333572,5.93323378,5.317765977,5.104353545,4.751861762,5.557720558,5.034493669,4.436599693,5.121156261,4.968446631,4.797265163,4.978370004,4.77417792,5.779878903,4.914159147,5.013243998,5.096496376,5.451751742,4.844836686,4.930021609,4.842749423,-0.25616361,5.314608278,-0.325997283,0.040085522,0.120507422,0.09715619,647,0.000945271,-0.039140251,0
268,268,11.56,110.1542,Unknown,[M+H]+,similar chromatogram in higher mz_22524; similar chromatogram in higher mz_24032; similar chromatogram in higher mz_26052,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,16.63,Cornell_Pos_S-47,110.1542:201182 111.15755:0 112.16091:0,,1035.63879_@_15.308,4.723930667,4.833425934,3.673511352,3.543484072,4.580004683,4.183154483,4.092531474,4.264748607,4.83682957,4.937541446,4.513466647,3.825547099,4.175072474,4.397509939,4.890642856,4.443182362,3.294719263,3.392224749,3.671008624,3.557449475,3.576704118,3.062676155,4.943035146,3.791903921,3.472478443,4.967691783,3.360634491,3.592083218,4.594681374,4.928796003,4.068465478,3.702984786,3.800799126,4.137675835,4.232527775,3.60455122,4.726400787,3.166328425,3.514714531,3.964768222,-0.386461333,4.327197032,-0.32595747,0.040111272,0.181828417,0.146594757,648,0.000946732,-0.039164541,0
10110,10110,2.093,337.26947,Unknown,[M+H]+,,0.258,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,9.73,Cornell_Pos_S-29,337.26947:1052573 338.27282:0 339.27618:0,,331.19_@_6.36,5.537872842,5.461471987,5.444397366,5.994171586,6.051856581,6.135239824,5.419280157,5.273961903,5.156806004,5.403049806,5.684097002,5.36710576,6.391802459,6.305245505,5.350211612,5.682949691,6.509670418,5.628398219,5.291090487,5.30225102,5.543856168,4.958611409,5.588827125,4.748608927,5.283354659,5.087248792,5.148159047,5.095242833,5.109499176,6.314357278,5.187373269,5.135917772,5.534627422,5.566827098,5.217470933,5.656466958,5.587609582,5.33017002,5.200492601,5.661735996,-0.275249805,5.687597056,-0.325914252,0.040139241,0.12952308,0.104424845,649,0.000948193,-0.039191048,0
