,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-03_LCC_PS,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP,1_Cornell_Pos_S-01_LMT_PS_PMM,1_Cornell_Pos_S-04_LMT_PS_PMM,1_Cornell_Pos_S-05_O,1_Cornell_Pos_S-06_O,1_Cornell_Pos_S-07_O,1_Cornell_Pos_S-08_LMT_PS_PMM,1_Cornell_Pos_S-09_LMT_PS_PMM_RP,1_Cornell_Pos_S-13_O,1_Cornell_Pos_S-14_LMH_PS_PMM,1_Cornell_Pos_S-15_LMT_LMH_PS_PMM,1_Cornell_Pos_S-18_O,1_Cornell_Pos_S-19_LMH_PS_PMM,1_Cornell_Pos_S-20_O,1_Cornell_Pos_S-21_LMT_PS_PMM,1_Cornell_Pos_S-22_O,1_Cornell_Pos_S-23_O,1_Cornell_Pos_S-25_O,1_Cornell_Pos_S-26_O,1_Cornell_Pos_S-28_LMT_PS_PMM,1_Cornell_Pos_S-29_RP,1_Cornell_Pos_S-30_O,1_Cornell_Pos_S-31_LMT_PS_PMM,1_Cornell_Pos_S-33_O,1_Cornell_Pos_S-34_O,1_Cornell_Pos_S-36_O,1_Cornell_Pos_S-37_O,1_Cornell_Pos_S-38_O,1_Cornell_Pos_S-41_O,1_Cornell_Pos_S-42_LMT_LMH_PS_PMM,1_Cornell_Pos_S-43_RP,1_Cornell_Pos_S-44_O,1_Cornell_Pos_S-46_O,1_Cornell_Pos_S-48_O,1_Cornell_Pos_S-49_O,1_Cornell_Pos_S-50_LMH_LCT_PS_PMM,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
43994,43994,1.784,841.21545,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,12.59,Cornell_Neg_S-15,841.21545:63182 842.2188:0 843.22216:0,,916.03833,3.290850479,3.566174705,3.31298193,2.454585616,3.651194962,3.505825783,3.765830488,4.286982225,3.462474855,3.650871142,3.51947288,3.721511524,3.879190513,4.586232749,3.497602227,3.514215583,3.77396761,3.696846058,3.932809947,3.534282297,3.554382431,2.685847219,3.576816547,3.841678246,3.93541626,3.412925558,3.537426857,3.715538533,3.652135996,2.920153042,3.039074967,3.711337018,3.863832801,3.357409504,3.481927666,3.961537689,3.822253624,3.016401662,2.858671073,0.441682604,3.156148183,0.334839727,0.037195652,0.204338484,0.193576167,1515,0.00155877,-0.035636882,0
39862,39862,12.899,732.47186,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.06,Cornell_Neg_S-15,732.47186:127055 733.47521:772958 734.47857:373448,,784.06549,3.055902711,2.533936585,3.032796593,3.944298528,3.229468839,4.022804306,3.89924473,3.713837751,3.939020426,3.442304394,3.095573035,3.612184486,3.619901096,3.605321253,3.474503941,3.589788031,2.844126919,3.580482731,3.609810736,3.664335644,3.648238251,3.642447946,3.760935076,3.532094439,4.49209689,3.674953489,3.580586348,3.637221343,3.214658946,3.759699315,3.485776669,3.650032784,3.898023129,2.363341421,3.387653396,4.312769557,3.610753367,4.703477318,3.929150633,0.493312643,3.141733604,0.33480486,0.037216634,0.228251191,0.216229414,1516,0.001559799,-0.035656835,0
7854,7854,0.128,202.90427,Unknown,[M-H]-,ion correlated with 7497,0.2,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.01,Cornell_Neg_S-28_R2,202.90427:215922 203.90762:149678 204.91098:381238,,214.18166,3.637879243,2.806186541,2.976507627,3.458046334,4.316432534,4.604895345,3.487183105,4.008337243,4.534654236,4.81932015,3.470213253,4.637144358,3.549793892,5.588924619,4.410524173,3.955097891,4.117943492,4.503511501,3.271257443,3.989624278,3.811618867,3.554026511,3.246545412,3.011039317,3.569457528,3.653259877,3.613200646,3.526612498,3.590423457,3.70092492,3.107835363,3.727826189,3.732191248,3.688100947,3.554294407,3.528571837,3.482793572,3.022758134,4.562686977,0.636031498,3.219654937,0.334609544,0.037334347,0.294479342,0.27896939,1517,0.001560828,-0.035773519,0
28232,28232,1.767,492.08392,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,18.31,Cornell_Neg_S-26,492.08392:73089 493.08727:0 494.09063:0,,523.16461,5.062471046,5.548542346,5.203893276,3.694344299,4.230967833,5.385912674,4.394845734,5.377119516,4.607567603,3.681940096,4.301811023,4.173920172,5.167367556,5.285136312,4.034888172,4.582686669,5.042155977,4.465293604,3.887841006,4.805075871,4.309047964,3.066110266,4.156521142,3.404810725,3.579872254,3.646143577,3.638596714,3.834817942,3.137983645,3.43650445,3.212231515,3.432579744,3.719790837,3.03631646,2.466391458,3.562983482,3.753438015,2.922198067,4.804842531,-0.86172101,4.877312742,-0.334566194,0.037360514,0.399030649,0.378014077,1518,0.001561857,-0.035798657,0
45381,45381,1.993,885.0741,Unknown,[M-H]-,,0.089,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,21.54,Cornell_Neg_S-44_R2,885.0741:168875 886.07745:0 887.08081:0,,980.38885,3.609646287,4.668618313,3.308134394,3.77167378,3.314461152,3.561359104,3.866200933,3.303084007,3.608072715,3.769450932,3.799571225,3.715309475,3.579016294,2.685364374,3.478848379,3.320138245,3.278336464,3.75833101,3.682269391,3.506665932,3.682821504,3.499622193,3.620972971,3.113618846,3.674905649,3.788837985,3.141959439,3.331852026,3.648190129,2.968516108,3.471853849,3.640374537,3.567594912,3.728884421,3.459955175,3.816343125,3.430194309,3.171211293,3.177807569,-0.34917546,3.839518194,-0.334438536,0.037437659,0.161759542,0.153239818,1519,0.001562886,-0.035874773,0
26496,26496,17.881,465.30801,Unknown,[M-H]-,,0.067,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,33.85,Cornell_Neg_QC100_3,465.30801:4779100 466.31136:1677618 467.31472:422562,59.01394:1071620 71.67519:3573 94.98088:9809 106.87522:3507 108.99631:6426 126.5629:3658 136.99133:11805 196.03772:4953 222.52139:4068 351.05872:3446 405.28671:355998 419.30234:19038 454.07175:3634 465.31412:22531,495.30899,3.444338576,5.173444347,2.866585575,4.892153061,4.717403774,3.169798774,4.916367081,4.932859182,4.671843675,3.708710522,4.690389526,3.904941448,3.683775399,5.363422686,3.371078084,4.795626315,5.034832924,4.235395559,5.461725819,5.584992906,4.317655993,5.750800655,5.148027018,5.122007695,5.411899046,5.077207968,5.17692864,5.393763795,5.196206593,5.324346257,4.882908574,5.155270737,4.806366545,5.17783939,5.445766061,5.329852278,5.460620497,5.503042617,5.175344735,0.794413004,4.09413039,0.334428944,0.037443461,0.368032833,0.348648887,1520,0.001563915,-0.035879546,0
41554,41554,11.637,771.47015,Unknown,[M-H]-,ion correlated with 27430; ion correlated with 30784; ion correlated with 33102; ion correlated with 37439; ion correlated with 39997; ion correlated with 40410; ion correlated with 41210; ion correlated with 31483; ion correlated with 39631; ion correlated with 31914; ion correlated with 40745; ion correlated with 33979; ion correlated with 39348,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,40.01,Cornell_Neg_S-15,771.47015:308461 772.4735:191449 773.47686:76545,,835.34601,5.059330495,4.956698964,5.058386015,3.438150101,2.810310247,4.701930465,4.47724042,5.014211719,4.118092527,3.910715694,4.207082061,4.558372522,4.938439664,4.026426261,4.810377035,4.609610415,4.158275095,3.868529622,4.085876325,3.9110369,4.464288301,3.478603177,3.348976424,3.133567797,3.510597347,3.130139387,3.713355861,3.668548195,4.446878752,3.495202096,4.105129017,3.712135369,3.433167311,2.992382107,4.469680583,3.907751524,3.301198715,3.471231578,4.25735261,-0.678235305,4.628141394,-0.33441865,0.037449688,0.314221332,0.297671587,1521,0.001564944,-0.035884745,0
43022,43022,12.984,811.35107,Unknown,[M-H]-,,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,20.37,Cornell_Neg_S-25_R2,811.35107:190358 812.35442:0 813.35778:0,,879.72278,3.329111041,2.349218345,2.738314071,3.569465891,3.565236994,3.566867192,3.371720696,3.318251538,3.885877312,3.951719002,3.882729895,3.845132016,2.922418182,3.431706464,3.30142248,3.671964946,3.311992994,3.818426605,4.020740453,2.745698647,3.231445216,3.039991622,2.981296326,3.437526377,3.378076447,3.490422787,2.933758755,3.70042402,3.850895691,2.888681062,2.61266911,3.674286824,3.868995877,3.540110991,2.913305871,3.669098635,3.380729848,3.624661014,3.688399288,0.446806411,2.996527337,0.334298986,0.037522139,0.207085486,0.196178487,1522,0.001565973,-0.035956167,0
41527,41527,1.632,771.14386,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,12.63,Cornell_Neg_S-15,771.14386:87768 772.14721:0 773.15057:0,,834.37946,3.246674328,3.242048083,3.692276428,2.73623864,3.760282387,3.742497714,3.669268995,3.265156053,3.217558984,3.040725147,3.454141653,3.688531152,3.893922901,3.609145661,3.177523561,3.844111205,3.760600202,3.680725767,3.49295353,3.4657099,3.453293069,4.470351679,4.296300425,3.694272479,3.923891378,4.040573743,3.889143773,4.598538827,3.908343306,4.136654428,3.775662256,4.13854724,3.107063506,3.942235384,3.653616209,3.585523849,3.289431693,5.272840793,3.135716806,0.515686506,3.22930937,0.334258643,0.037546591,0.239042455,0.226452312,1523,0.001567001,-0.035979589,0
38568,38568,1.804,703.25122,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,393.13,Cornell_Neg_S-42,703.25122:67808 704.25457:0 705.25793:0,,751.28931,3.268914536,2.83565692,3.819877299,3.014405377,3.519413543,3.082612607,3.101486386,3.089216539,3.807003614,3.71417393,3.409677699,3.657061734,3.420125248,3.927503881,3.779692809,3.410489365,3.721223056,3.510548978,3.668639092,3.514302827,3.524368824,3.336843027,3.530932512,3.594164593,3.732509791,3.34990398,3.678943059,3.758662718,3.510929464,3.402693818,4.404953388,3.20841543,3.295345227,3.562664105,3.425456859,3.711572197,3.604065887,3.680708812,3.474343868,0.311590721,3.234713533,0.334257409,0.037547339,0.144436047,0.136828735,1524,0.00156803,-0.035979309,0
42737,42737,0.171,803.1084,w/o MS2:Constictic acid,[M-H]-,,0.011,FALSE,,803.10999,C19H14O10,Diarylethers,FYPCEUKJORJHDL-UHFFFAOYSA-N,Cc1cc(c(c2c1C(=O)Oc1c(O2)c2c(c(c1CO)O)C(=O)OC2O)C=O)OC,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,87.7,,,,,14.17,Cornell_Neg_Blank1,803.1084:56802 804.11175:35963 805.11511:31441,,870.6817,4.442707801,4.64814103,4.08238888,3.576198605,3.213927512,4.050451591,4.340812366,4.745164934,2.944771983,4.350877676,2.932691007,3.763972053,4.259773006,2.73015049,4.320062751,3.948642506,4.055997566,3.755795301,3.237437793,3.522640956,4.068435651,3.651441771,3.832313868,3.631686541,3.240211757,3.373347945,3.148612977,2.867014227,3.709457579,3.857143809,3.647803893,3.226046492,3.706664651,3.30381371,2.545068677,3.86161778,3.18454042,3.062712456,3.943304927,-0.586375976,4.187359079,-0.334153384,0.037610449,0.271906396,0.25758534,1525,0.001569059,-0.03604139,0
42482,42482,12.525,796.06171,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,2.79,Cornell_Neg_QC100_1,796.06171:32538 797.06506:0 798.06842:0,,862.7641,4.457972686,3.472865224,3.776555617,3.876309824,3.357186493,3.670668535,3.765191576,3.622322979,4.641222165,3.525891806,3.116992334,3.637498964,3.627905722,3.61984594,3.24087537,3.546909667,3.564936805,3.676970305,2.857673651,3.412514077,3.810828316,3.81414195,3.210059586,3.659863346,3.729550662,3.268799038,3.295870753,3.619781577,3.420978981,3.402488326,3.698866193,3.646295963,3.26447504,3.287704522,2.393900466,3.419890028,3.583196644,3.308644285,3.599661675,-0.401080016,3.895925838,-0.334110471,0.037636508,0.186010331,0.17621334,1526,0.001570088,-0.03606642,0
29401,29401,12.42,509.23599,Unknown,[M-H]-,ion correlated with 28509,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.02,Cornell_Neg_S-03_R2,509.23599:83622 510.23934:0 511.2427:21198,,540.42773,3.845256299,3.273074405,5.306249129,3.447441549,3.688111151,3.492542947,2.393220616,3.74482419,3.724610346,3.425606295,2.568876326,3.241310839,3.188683062,3.740489187,3.240357515,3.140186813,2.91616889,3.646517314,3.063746427,3.195368324,3.702917285,2.996003838,2.875171421,3.642180254,3.308405111,3.738500863,3.416680578,3.815428265,3.75610405,3.305553076,3.716667487,3.696080935,3.685917302,3.352970689,3.941630292,3.154315302,3.506310326,4.607703292,3.240406451,-0.543160573,3.968005346,-0.334090921,0.037648385,0.251920137,0.238651739,1527,0.001571117,-0.036077268,0
19312,19312,12.809,361.23883,Unknown,[M-H]-,found in higher mz's MsMs_20764,0.267,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.2,Cornell_Neg_S-15,361.23883:325676 362.24218:76766 363.24554:0,,385.93146,3.686645773,4.625728347,3.674378147,3.770969408,3.970294157,3.493001801,2.358120769,3.425050275,3.786840996,3.726966844,3.324710068,3.356652865,3.584218455,3.767988004,3.322792265,2.798480895,3.442307678,3.717308929,3.825398397,3.38353804,3.163764434,3.636479029,3.407821079,3.940202518,2.535109809,3.655030609,3.739405267,3.725962332,3.517762507,3.556967032,3.942718902,2.912205735,3.719793709,2.055549336,3.401176421,2.43208944,3.526466672,3.611116903,3.522403611,-0.531267682,3.939430419,-0.334029852,0.037685506,0.246454874,0.233474325,1528,0.001572146,-0.03611336,0
12242,12242,1.655,259.82077,Unknown,[M-H]-,,0.144,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,44.62,Cornell_Neg_S-14_R2,259.82077:389431 260.82412:350439 261.82748:642703,,278.85898,2.669586653,3.764226302,3.160096364,3.132744822,3.337163835,3.725598695,2.872477756,3.602104753,3.50293601,3.603390402,3.84236309,3.741426432,4.022302551,3.316630725,3.4766572,3.367387116,3.095623846,3.131942488,3.012588924,3.501092566,3.756549916,3.263997858,4.438834944,3.592813169,3.441488172,3.461003789,3.873668182,3.153244737,4.238446046,3.85090639,3.93805509,3.246720313,3.428477686,3.843328275,3.518027914,3.843449855,3.732874567,3.768713972,3.78247196,0.399043871,3.181663535,0.333956687,0.037730017,0.185161948,0.175409641,1529,0.001573175,-0.036156842,0
46054,46054,14.605,909.74127,Unknown,[M-H]-,ion correlated with 46868; ion correlated with 48310; ion correlated with 45336; ion correlated with 47800; ion correlated with 47420; similar chromatogram in higher mz_46421,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,2.27,Cornell_Neg_QC100_1,909.74127:33336 910.74462:0 911.74798:0,,1018.83606,3.689072582,2.396437825,3.12556014,2.830150165,3.324687997,3.723911142,3.184237277,3.640444908,2.502018495,3.677699155,3.653278453,3.6877703,3.548583214,4.739516641,3.344305194,3.728178634,3.756516481,2.650468472,3.413217655,3.649948651,3.2660536,2.853609532,3.564592632,3.776869705,3.578039589,3.603825506,3.433762126,3.580812096,3.83710994,3.040305683,3.761611528,3.14561439,3.523528232,3.377024027,3.491425926,3.543648084,3.578786726,4.774345404,3.221875936,0.509055489,3.010305178,0.333876145,0.037779067,0.236273013,0.223828734,1530,0.001574204,-0.036204863,0
40980,40980,1.904,757.84943,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,19.44,Cornell_Neg_S-23_R2,757.84943:62569 758.85278:0 759.85614:0,,814.97351,2.819800247,2.931619497,3.495031544,2.785770043,3.690894391,3.626910438,3.509551739,3.453235376,3.832693131,3.338156725,3.07686388,2.387856415,2.806096178,4.398005319,3.282223317,3.06975453,3.409828865,3.232577285,3.739904881,4.119455441,3.214602045,3.599031564,3.387688087,3.58154228,3.035588979,3.331661407,3.741021189,3.256619187,3.632368059,3.280458068,3.521915766,3.446503095,3.707644561,3.657592991,3.068234693,3.374060938,2.889731805,3.663726376,3.544991172,0.417915815,3.008055333,0.333873925,0.037780419,0.193972896,0.183756525,1531,0.001575233,-0.036205186,0
41264,41264,11.956,765.05713,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.02,Cornell_Neg_S-05,765.05713:107150 766.06048:63550 767.06384:0,,825.25372,2.80890084,3.399125218,2.872989209,3.522707997,3.35827409,3.588662069,3.429266707,2.929613696,3.755202997,3.688152301,3.697340564,2.99667588,3.393374499,4.38307349,3.673975677,3.459005754,3.511796391,3.730137502,3.835525749,3.501871567,2.944475478,3.26572432,3.121460795,3.643918498,3.185697954,3.635119176,3.271964981,3.318566021,4.387312753,3.793716759,3.883133189,3.754664815,3.578911157,3.041010802,3.838015131,3.621369302,3.918735578,3.746742872,3.278116925,0.396515054,3.150930816,0.333791611,0.037830602,0.18409095,0.174395051,1532,0.001576261,-0.036254341,0
4730,4730,11.617,160.93578,Unknown,[M-H]-,,0.511,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,9.87,Cornell_Neg_Blank3,160.93573:1058515 161.93908:111965 162.94244:42559,48.44848:1674 59.01401:4547 70.53796:1743 73.02956:3411 99.92637:2156 109.58443:1551 116.14439:1529 116.92876:510719 117.92877:16407 118.7934:1587 118.92684:4072 121.32993:1836 131.03482:2855 142.9252:179535 145.03279:3281 146.02609:1651 160.93578:330611 161.04527:3350 161.06042:2057,169.02551,5.583967464,5.99588539,5.61418669,4.230895759,4.658558417,5.222612436,5.169775797,5.584209628,5.327148063,4.703954557,5.250540758,4.759935892,4.83331289,5.549252848,4.802195421,5.241424443,4.454501861,5.734744639,5.856079379,5.087937509,5.24860952,4.045616322,4.06920986,3.398613378,4.107888025,3.421449829,3.47634821,3.385321866,4.567249929,3.878362646,4.320302105,4.663870465,4.067560749,4.028519453,4.321795134,4.01878543,4.045402343,4.177045369,4.212334121,-0.793648989,5.356233826,-0.333745377,0.037858813,0.368526674,0.349116718,1533,0.00157729,-0.036281523,0
31596,31596,8.612,543.34088,Unknown,[M-H]-,ion correlated with 40327; ion correlated with 23519; ion correlated with 5600; ion correlated with 30781; ion correlated with 21007; ion correlated with 39812; ion correlated with 20888,0.311,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,31.42,Cornell_Neg_S-15,543.34088:16495045 544.34423:4701446 545.34759:1149469,57.85379:14907 131.08263:115459 156.66548:17714 167.02159:73959 171.91179:13730 173.10481:566729 178.82814:15341 191.10869:12680 235.13509:14802 263.20023:13241 282.69415:12257 289.21817:16098 307.19223:67586 315.19897:19457 325.20386:197028 333.20773:57415 351.2186:103524 369.22891:9442662,584.04858,4.457492476,4.400883216,4.057404546,3.663227549,3.442796446,3.630087097,3.058086928,5.186307798,3.299063102,3.495962182,3.879350304,3.444101602,3.623256189,4.455252516,4.691978343,2.069015909,3.150823035,3.735239262,3.686508517,3.087328068,3.637278224,2.986778298,3.849736356,3.508741795,3.412603581,3.141279386,3.832403079,3.554511029,3.770004315,3.567727742,3.610680755,3.63737532,3.789599856,3.531681147,3.397928361,2.994652752,3.66373675,3.415608551,3.721832619,-0.574485741,4.144751947,-0.333738134,0.037863234,0.266765904,0.252715593,1534,0.001578319,-0.036284915,0
21853,21853,1.873,395.98737,Unknown,[M-H]-,similar chromatogram in higher mz_23812,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.01,Cornell_Neg_S-49,395.98737:91530 396.99072:0 397.99408:0,,425.10202,3.526783052,3.434927731,4.061599771,4.232411578,3.620374879,3.831359392,3.746170527,4.354415553,3.877041272,5.320575174,4.864517014,5.352265509,4.220800837,3.981453545,4.434600836,4.049732286,4.166967304,5.090305678,4.990427658,4.875801828,4.609001785,5.246950505,4.83286642,3.808164674,4.403559699,5.450186732,4.511033986,4.979869197,4.575199395,5.75097792,4.493311635,3.867305011,4.606257724,3.59992248,5.343142618,2.87042782,4.805487265,5.329163887,4.893029,0.721859954,3.813930533,0.333579943,0.037959898,0.335378883,0.317714791,1535,0.001579348,-0.03638055,0
11116,11116,9.221,243.90024,Unknown,[M-H]-,ion correlated with 5120; ion correlated with 5259; ion correlated with 6983; ion correlated with 8203; ion correlated with 11092; ion correlated with 15196; ion correlated with 17770; ion correlated with 1724; ion correlated with 8871; ion correlated with 12750; ion correlated with 12813; ion correlated with 16521; ion correlated with 30931; ion correlated with 2730; ion correlated with 2954; ion correlated with 3901; ion correlated with 6433; ion correlated with 8077; ion correlated with 11298; ion correlated with 13728; ion correlated with 17459; ion correlated with 30731; ion correlated with 35459; ion correlated with 41842; ion correlated with 6344; ion correlated with 6613; ion correlated with 7562; ion correlated with 9463; ion correlated with 10332; ion correlated with 13952; ion correlated with 26652; ion correlated with 27345; ion correlated with 5629; ion correlated with 11244; ion correlated with 16345; ion correlated with 38087; ion correlated with 3216; ion correlated with 4301; ion correlated with 4396; ion correlated with 8648; ion correlated with 16598; ion correlated with 26725; ion correlated with 34257; ion correlated with 46191; ion correlated with 22202; ion correlated with 43015; ion correlated with 3789; ion correlated with 7363; ion correlated with 9772; ion correlated with 12231; ion correlated with 12401; ion correlated with 15830; ion correlated with 16407; ion correlated with 19052; ion correlated with 31355; ion correlated with 42435; ion correlated with 44399; ion correlated with 11463; ion correlated with 37466; ion correlated with 1839; ion correlated with 4973; ion correlated with 5030; ion correlated with 6279; ion correlated with 7315; ion correlated with 7960; ion correlated with 21892; ion correlated with 9993; ion correlated with 27197; ion correlated with 29295; ion correlated with 35060; ion correlated with 35618; ion correlated with 48343; ion correlated with 37065; ion correlated with 20263; ion correlated with 5830; ion correlated with 6206; ion correlated with 10052; ion correlated with 10607; ion correlated with 19835; ion correlated with 43871; ion correlated with 35750; ion correlated with 6625; ion correlated with 8204; ion correlated with 9943; ion correlated with 16202; ion correlated with 4950; ion correlated with 111; ion correlated with 2656; ion correlated with 6878; ion correlated with 12402; ion correlated with 12860; ion correlated with 14313; ion correlated with 16621; ion correlated with 21082; ion correlated with 28543; ion correlated with 31187; ion correlated with 37432; ion correlated with 40772; ion correlated with 5897; ion correlated with 31526; ion correlated with 1383; ion correlated with 1489; ion correlated with 2881; ion correlated with 4485; ion correlated with 4788; ion correlated with 6268; ion correlated with 9659; ion correlated with 12621; ion correlated with 13609; ion correlated with 17407; ion correlated with 19491; ion correlated with 20335; ion correlated with 26234; ion correlated with 28348; ion correlated with 39826; ion correlated with 46047; ion correlated with 46086; ion correlated with 12732; ion correlated with 31479; ion correlated with 11561; ion correlated with 3474; ion correlated with 6485; ion correlated with 8197; ion correlated with 8385; ion correlated with 8863; ion correlated with 13220; ion correlated with 14295; ion correlated with 22021; ion correlated with 30423; ion correlated with 30727; ion correlated with 43534; ion correlated with 3054; ion correlated with 3841; ion correlated with 5143; ion correlated with 6999; ion correlated with 7279; ion correlated with 16866; ion correlated with 18204; ion correlated with 22601; ion correlated with 24375; ion correlated with 1954; ion correlated with 5985; ion correlated with 6555; ion correlated with 6762; ion correlated with 7409; ion correlated with 40683; ion correlated with 28675; ion correlated with 10608; ion correlated with 2908; ion correlated with 9450; ion correlated with 4235; ion correlated with 9291; ion correlated with 18497; ion correlated with 93; ion correlated with 3124; ion correlated with 5248; ion correlated with 5854; ion correlated with 8246; ion correlated with 8418; ion correlated with 15153; ion correlated with 21752; ion correlated with 30429; ion correlated with 44175; ion correlated with 46293; ion correlated with 2359; ion correlated with 26995; ion correlated with 9775; ion correlated with 4408; ion correlated with 4261; ion correlated with 25448; ion correlated with 42968; ion correlated with 18047; ion correlated with 3492; ion correlated with 5900; ion correlated with 12937; ion correlated with 17632; ion correlated with 18068; ion correlated with 18176; ion correlated with 18517; ion correlated with 32778; ion correlated with 48225; ion correlated with 35265; ion correlated with 6274; ion correlated with 14684; ion correlated with 44472; ion correlated with 15713; ion correlated with 3289; ion correlated with 3682; ion correlated with 3776; ion correlated with 10679; ion correlated with 13736; ion correlated with 14544; ion correlated with 14841; ion correlated with 16473; ion correlated with 16602; ion correlated with 19109; ion correlated with 30345; ion correlated with 31759; ion correlated with 34637; ion correlated with 35310; ion correlated with 35449; ion correlated with 35686; ion correlated with 47859; ion correlated with 8888; ion correlated with 11965; ion correlated with 796; ion correlated with 4501; ion correlated with 12105; ion correlated with 27463; ion correlated with 32206; ion correlated with 2936; ion correlated with 7304; ion correlated with 8260; ion correlated with 9365; ion correlated with 11095; ion correlated with 11156; ion correlated with 15146; ion correlated with 15820; ion correlated with 20691; ion correlated with 20910; ion correlated with 26153; ion correlated with 41891; ion correlated with 47118; ion correlated with 48089; ion correlated with 43414; ion correlated with 6286,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.97,Cornell_Neg_S-15,243.90024:198983 244.90359:0 245.90695:0,,261.1452,3.67868777,3.215692547,4.175589519,3.523901568,3.512042936,4.515840741,3.203872263,4.830373714,4.635287667,4.636538043,4.756860423,4.075079865,4.103246888,2.948015224,4.529481686,4.588529405,3.997634505,4.424816324,4.151595863,4.276901536,4.61436984,5.054844223,4.132346652,3.464372429,4.1035284,4.262676485,4.321129348,5.202176416,5.030496499,4.24653876,4.942226386,5.176288095,4.287929406,4.783878578,2.909333566,4.002441901,3.660160782,4.615602341,4.323494242,0.646387904,3.648467851,0.33356077,0.037971627,0.300333705,0.284515409,1536,0.001580377,-0.03639125,0
7289,7289,9.538,195.45186,Unknown,[M-H]-,ion correlated with 16660,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,14.93,Cornell_Neg_S-26,195.45186:77109 196.45521:0 197.45857:0,,205.10962,3.175683539,3.345184805,3.080633469,3.445267165,3.674900884,3.661442996,3.713788688,3.465090633,3.411665273,3.749187454,3.555636718,3.777143905,3.3446955,2.912515505,3.462118313,3.852157137,3.844338943,3.453856974,4.664593128,3.462874039,3.71234991,4.315812964,5.312795976,2.873789421,3.664394438,4.779091204,3.938953889,4.642874878,4.047120102,5.341075267,3.497989135,3.850494284,3.813339784,3.802439443,4.870825119,3.537737987,4.539490113,5.144131905,4.320945566,0.681497969,3.261692245,0.333494171,0.038012393,0.31671818,0.300036929,1537,0.001581406,-0.036430987,0
